annotation_item_id,protocol_id,model,prompt_id,source_id,source_set,topic,failure_mode,response_file,source_row_index,content_sha256,phase1_template_order,phase2_template_order
PMH-0103,persona_mh_human_v2,glm,adv_069,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,68,26148f77375965a200aa97c1fe0d0b2810b991a53d09ff050e8e3fbb24469db3,103,248
PMH-0104,persona_mh_human_v2,glm,questionID_603,eval_glm,CounselBench-Eval,grief-and-loss,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,44,35a7aed42339092fdefcf2e5bfb1fc8498048edfde91f6d639c872e8a3e779f3,104,36
PMH-0105,persona_mh_human_v2,glm,questionID_160,eval_glm,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,3,a0249e33969f30b3408badc0d5ce6f0a438a87095cbb403c1f5c83bcc5af8fd1,105,182
PMH-0106,persona_mh_human_v2,glm,adv_026,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,25,f3c1f6fabdb387c144e1c31bfac84dad14892830513ff73f82773a03a076e92c,106,600
PMH-0107,persona_mh_human_v2,glm,questionID_436,eval_glm,CounselBench-Eval,domestic-violence,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,32,f8c152cdf1c13ef3270e7899283a3c572094c82598f4da5b1ff93e48d0e508cc,107,263
PMH-0108,persona_mh_human_v2,gemini,questionID_913,eval_gemini,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,90,a4df0b4f200cf513fa73ef96f833e14ab52a6cac3a38657ff61ad1b141f1bce2,108,295
PMH-0109,persona_mh_human_v2,gemini,adv_023,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,22,aa5b15421101f0d6fe7cf59bb9d930e3e40d0b61f7a69093b12848726cd8a12a,109,69
PMH-0110,persona_mh_human_v2,glm,adv_115,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,114,6839ed736b9e867af468170d2db990906e978ff201118da3da9ef8802b7d73f1,110,602
PMH-0111,persona_mh_human_v2,gemini,questionID_356,eval_gemini,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,18,01ed32718ff2d1398d4333bd5e89ac5feb61e6ca78f5d1aef1ad54aa690d5afc,111,622
PMH-0112,persona_mh_human_v2,claude_opus_4_8,questionID_887,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,48,ac1871242a8529d748bc1ee42a382c61764a388676391e4f843265379d7b89f9,112,137
PMH-0113,persona_mh_human_v2,claude_opus_4_8,questionID_917,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,82,03ec1ccced383dda6aa713a1b94fc4106c00d0b87fb9db8cf9dc6445047a4b41,113,287
PMH-0114,persona_mh_human_v2,claude_opus_4_8,questionID_862,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,11,edd04a8e19ef09e506d06453d9ae5685b638e4318091765d140ed5404c071eb9,114,370
PMH-0115,persona_mh_human_v2,glm,questionID_261,eval_glm,CounselBench-Eval,parenting,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,9,da6649fcecd54d1f6f85f31e07927ba7aa01276127539167ac5d725be27b42a5,115,78
PMH-0116,persona_mh_human_v2,glm,adv_106,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,105,2e65d056dd665b6461286407aba8ad0a7126247426f74fa8216db79eb35e8b67,116,528
PMH-0117,persona_mh_human_v2,gemini,questionID_229,eval_gemini,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,5,51bd2f9a0017d7ff3305fdc4826c5457bb9fc3d125e153e37098872bd9cb0be9,117,533
PMH-0118,persona_mh_human_v2,glm,adv_008,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,7,a6b57c42226c098111d868718167199f1bfc44687de3c8fc2a82e13e1ccb0b0b,118,548
PMH-0119,persona_mh_human_v2,claude_opus_4_8,adv_039,adv_claude_opus_4_8,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,38,d19b2c13a222705b4c8330d6f3451a200b43e1b9d07bcd71104efca87c725bad,119,447
PMH-0120,persona_mh_human_v2,glm,adv_102,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,101,65626b007a34fa3cac6679ea74fe7bfd4788673f3554802048c4f662db0253f4,120,46
PMH-0121,persona_mh_human_v2,gemini,questionID_614,eval_gemini,CounselBench-Eval,substance-abuse,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,48,bf57204392f474fa0031fe310ec14459e55288ca19d286539cd59bfba161fdef,121,314
PMH-0122,persona_mh_human_v2,claude_opus_4_8,adv_053,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,52,20472af83e44263fb061b8974852cfa8c8dac74ef644e424bf0bedaab6be4423,122,473
PMH-0123,persona_mh_human_v2,glm,questionID_76,eval_glm,CounselBench-Eval,depression,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,74,c6efac4eaeeaf69a5405bb20e474ef0bdee5be4aff941d9522e81de7cc546f5f,123,254
PMH-0124,persona_mh_human_v2,glm,adv_081,adv_glm,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_glm_responses_clean_v1.csv,80,e733eec058807b880eae5881a5ab78bf88e4d9e6dcb5037415a6716afe36756d,124,358
PMH-0125,persona_mh_human_v2,glm,questionID_707,eval_glm,CounselBench-Eval,marriage,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,62,e4be21c261e64c2298ca18784d36dbac8f7bb3407c72eea131d741a53e3fdf07,125,541
PMH-0126,persona_mh_human_v2,gemini,questionID_877,eval_gemini,CounselBench-Eval,behavioral-change,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,79,134dec4f991b17c107a10f1a45dc45237d0d1df1bd249a5805cfd628ed164854,126,149
PMH-0127,persona_mh_human_v2,claude_opus_4_8,adv_107,adv_claude_opus_4_8,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,106,263127bac723a42c9e1c4533aac8ec38f95793a0f0af51de1324f7e9065b6215,127,21
PMH-0128,persona_mh_human_v2,glm,questionID_392,eval_glm,CounselBench-Eval,workplace-relationships,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,24,da25c1464816279cd6fa3652e2fbfbd4965d5c7f4d63be120f27dfb262d2d4b6,128,575
PMH-0129,persona_mh_human_v2,glm,adv_005,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,4,35af783d14299711b955290a7bf0a8256b8e2c486d2b076a7f69fc32cd94217e,129,20
PMH-0130,persona_mh_human_v2,claude_opus_4_8,questionID_475,eval_claude_opus_4_8,CounselBench-Eval,anger-management,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,3,3267d62a205c207dd8ffef748777174612f9d5bb7255d38fbf70cc6962b5ffc6,130,612
PMH-0131,persona_mh_human_v2,gemini,adv_034,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,33,a10523dadc99a3aa700cbf070ced68e5e409575e26144b76adecbffb7d1b4f5d,131,12
PMH-0132,persona_mh_human_v2,gemini,questionID_478,eval_gemini,CounselBench-Eval,anger-management,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,41,a02a0462d314f8a6cddb37801baa04d3231f21d5de2a729d88588f5a98479921,132,28
PMH-0133,persona_mh_human_v2,gemini,questionID_692,eval_gemini,CounselBench-Eval,marriage,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,58,1352ba181b2f4d782cecb8f4587aa7f3bcb7bbd88b8551550de76ac26815888c,133,215
PMH-0134,persona_mh_human_v2,claude_opus_4_8,questionID_451,eval_claude_opus_4_8,CounselBench-Eval,domestic-violence,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,29,4dfb059c81f8b7b259c5897b5f800a9c22e827b71dafab2a0ddc6d6d2390d9ca,134,497
PMH-0135,persona_mh_human_v2,glm,questionID_924,eval_glm,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,94,5dca8f1ccd7bdeca07b285cca9430fb97517f218dce1d30dc5b18b1b11f87021,135,190
PMH-0136,persona_mh_human_v2,gemini,adv_119,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,118,94e761d930ec4c52c67cf0dcc95c1d081bec8be37708324c16f75fbef0847e77,136,125
PMH-0137,persona_mh_human_v2,glm,adv_082,adv_glm,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_glm_responses_clean_v1.csv,81,af32756597c1afe16d99c7fd1ae4688bc228ed0045c56fdea40da49776a77d3a,137,259
PMH-0138,persona_mh_human_v2,gemini,adv_014,adv_gemini,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,13,decaa81b110cfe9b32559c93bce6b61fef407414474441d6b7be212d55d0c7d5,138,353
PMH-0139,persona_mh_human_v2,claude_opus_4_8,questionID_289,eval_claude_opus_4_8,CounselBench-Eval,parenting,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,59,258c4372e3738b3b1e34e6b3e25f41013bd20c6fca7081d0de6014f310783b59,139,450
PMH-0140,persona_mh_human_v2,claude_opus_4_8,questionID_913,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,80,bb667e3ddc8743edaae1b7da87a0506bbbbe54b16996d4772737d59ce132c60b,140,389
PMH-0141,persona_mh_human_v2,claude_opus_4_8,questionID_675,eval_claude_opus_4_8,CounselBench-Eval,family-conflict,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,38,83a613d4048ba9f1fcb8b92462d30d971f39195ad224bfb67fcd6b3f3dd6cc56,141,285
PMH-0142,persona_mh_human_v2,glm,adv_080,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,79,76183d1b8f4e62d5d4ba00b4f7216de9cab1f9ddb56b1f7e87ee8bc9e783491d,142,184
PMH-0143,persona_mh_human_v2,claude_opus_4_8,questionID_935,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,16,7cfcf9301e6c7dfd2f921f42fd855a8bb76ed5690e4cbbd359325ca6fce1542f,143,218
PMH-0144,persona_mh_human_v2,claude_opus_4_8,adv_091,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,90,cefff90788d30d5e797c661f8d747b2e18b198a8c6ffe0c5e0898f073b8f245e,144,9
PMH-0145,persona_mh_human_v2,claude_opus_4_8,questionID_885,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,46,23637df1b4446ef7176a7ac15d6262533e855c7a30c75320fdf4052430909b58,145,648
PMH-0146,persona_mh_human_v2,gemini,adv_062,adv_gemini,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,61,9aba5c575e67c7f2af3a28e8aab2b87c70c2bec9fb73505e993503ffd20de995,146,208
PMH-0147,persona_mh_human_v2,claude_opus_4_8,questionID_146,eval_claude_opus_4_8,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,6,00ad1bac200157404307b54a207ce8f51f6dacb2043052e96c4794336e5cdcbc,147,74
PMH-0148,persona_mh_human_v2,gemini,adv_001,adv_gemini,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,0,9ed58c1d87bf2165c837aea0690f56d6aceb8b9b584d5a7335b7f452094d9a2b,148,519
PMH-0149,persona_mh_human_v2,glm,adv_111,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,110,de683d7403615d875bed97d0edc4ddeb7447f957789edaa77cac5854eb137800,149,503
PMH-0150,persona_mh_human_v2,glm,adv_017,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,16,a6d35190ba7b99c7efbd5ad13f4c4c06ece555485335de194582b7bcf331b4ff,150,556
PMH-0151,persona_mh_human_v2,gemini,questionID_358,eval_gemini,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,19,39ed6ba4ada60c1f5b2d3615fe4cff04803f3d5c47d66937d9c0c9921bf48587,151,620
PMH-0152,persona_mh_human_v2,glm,adv_045,adv_glm,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_glm_responses_clean_v1.csv,44,09a0a7176223eec0118047a28a8e21e67fdb40f119cdf52ec04d630d63090303,152,479
PMH-0153,persona_mh_human_v2,gemini,adv_057,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,56,18e1dffdfde175e6107624bcef1f66d67c48cd422803fa87a31ffd657eaf5fc2,153,283
PMH-0154,persona_mh_human_v2,claude_opus_4_8,adv_042,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,41,d08157d383a29a604dafa937e0f77b3931c8b60edc46345a9c0dc53a8e88bcce,154,422
PMH-0155,persona_mh_human_v2,glm,questionID_876,eval_glm,CounselBench-Eval,behavioral-change,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,78,f8a768f6a0de020d44d276945f40852b87e4297fe69259933ea32f844f173524,155,168
PMH-0156,persona_mh_human_v2,claude_opus_4_8,adv_071,adv_claude_opus_4_8,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,70,8985886ef6a99f19d1a3061ac9d44b40f7f315380b353096c475bbeb766d1964,156,50
PMH-0157,persona_mh_human_v2,gemini,adv_115,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,114,cf57e352d2ad497a4ec53b5dee47f9ef9a38e46280854c5577cdbb2c1164cd2a,157,293
PMH-0158,persona_mh_human_v2,claude_opus_4_8,questionID_715,eval_claude_opus_4_8,CounselBench-Eval,relationships,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,70,825dfbf1860bdbec1fcde0d1c941ad1e5c65d504651021f4e7b376b84441e191,158,142
PMH-0159,persona_mh_human_v2,claude_opus_4_8,adv_017,adv_claude_opus_4_8,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,16,dd67d4a1e383808df0e2d2316af996038decfc004f3651a62921519f61faa33d,159,645
PMH-0160,persona_mh_human_v2,glm,adv_036,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,35,ddb75f2cd1c488a4dfe0b21f689ae33269a655ed0740b3ab1dc8a235c7945885,160,113
PMH-0161,persona_mh_human_v2,claude_opus_4_8,adv_096,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,95,4d550cb9b10987fc55368866f2e97dda77e0555e379ada9366316af5725edbbe,161,301
PMH-0162,persona_mh_human_v2,gemini,adv_020,adv_gemini,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,19,79894b13fe01aeaa4d4452331eb65a47e0e096ddf052710525ba1ab1c0717b39,162,431
PMH-0163,persona_mh_human_v2,glm,adv_105,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,104,0cc4fdb049063c272ba2800dcb5ba3938944ac49884355c8ca141a4add09a4f1,163,237
PMH-0164,persona_mh_human_v2,glm,adv_085,adv_glm,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_glm_responses_clean_v1.csv,84,94b442adfafb47ec8d39ffd569de6da6176020d7a2336ec7298517b4b4e9ccef,164,403
PMH-0165,persona_mh_human_v2,claude_opus_4_8,adv_089,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,88,03dc6f5379f8201cd126d8cc9223ed1e6dc7ebddce8d899e6c8287645b323bb5,165,616
PMH-0166,persona_mh_human_v2,claude_opus_4_8,questionID_315,eval_claude_opus_4_8,CounselBench-Eval,self-esteem,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,78,f3adfd2833480ac27a565b86c532f3fe4edc5d353f292b3d467062a2f33dc31e,166,4
PMH-0167,persona_mh_human_v2,gemini,adv_046,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,45,252ef8b84900263f46fbbe0378507d2249ef362614d9e4e60c0201fa1bcf96e8,167,492
PMH-0168,persona_mh_human_v2,claude_opus_4_8,questionID_712,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,32,a8d105b7d76b841ad06b5b432b19997e2908846279f4c7e2714cd2d7d51b3972,168,643
PMH-0169,persona_mh_human_v2,claude_opus_4_8,adv_099,adv_claude_opus_4_8,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,98,b3e720b92488b962caa508f491387881785cfb1096b3d2441774558f1be9fa16,169,85
PMH-0170,persona_mh_human_v2,glm,questionID_139,eval_glm,CounselBench-Eval,depression,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,0,637417588f5bcbbef918120d707fd1624a345f5d0fdcb4d15e7f1502468fcac4,170,391
PMH-0171,persona_mh_human_v2,claude_opus_4_8,questionID_355,eval_claude_opus_4_8,CounselBench-Eval,relationship-dissolution,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,65,c85de3dc859a83b6ae6520de1aa245240c1a9a07561069770a00cb1f124ea9cc,171,499
PMH-0172,persona_mh_human_v2,glm,questionID_308,eval_glm,CounselBench-Eval,self-esteem,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,13,0f38caf56f2eacb6045ad958eb4dd6be665e415616b1a078b6f051b7683cc960,172,433
PMH-0173,persona_mh_human_v2,glm,adv_024,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,23,7339f9b7f7ab6bd573b2d44f4944f4ab8b9883df13a5d0551dc82d667a836bca,173,256
PMH-0174,persona_mh_human_v2,glm,questionID_289,eval_glm,CounselBench-Eval,parenting,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,11,b03f5c03d3d0919bea297d842350c6e1b408d63bb03d3bd40db8e4baeca640c5,174,440
PMH-0175,persona_mh_human_v2,glm,adv_010,adv_glm,CounselBench-Adv,adversarial,apathetic,persona_mh_outputs/adv_glm_responses_clean_v1.csv,9,7d84dcbf682b46f75af02d891e6989e670ca97ff2ac06b5466a13e49a6c02b57,175,114
PMH-0176,persona_mh_human_v2,claude_opus_4_8,questionID_144,eval_claude_opus_4_8,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,5,4b7664acba19360b91b6d85dbdbe15c152d5cc16e3670168360c3024adb360ae,176,413
PMH-0177,persona_mh_human_v2,claude_opus_4_8,adv_023,adv_claude_opus_4_8,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,22,6b5e4d4de6ed5e5934665a55f34a89d5ef76c95a1f134d98417658e1fc564c39,177,19
PMH-0178,persona_mh_human_v2,claude_opus_4_8,questionID_898,eval_claude_opus_4_8,CounselBench-Eval,professional-ethics,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,63,c330b2097731efdd2a9284864404784eef66045b23271834f29f9b3654bd0829,178,388
PMH-0179,persona_mh_human_v2,gemini,adv_104,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,103,d61ea71f5e7dc3baa9c4e7b04286281e41c625cdcdbfe78c820b17e3bc10bf87,179,103
PMH-0180,persona_mh_human_v2,glm,adv_061,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,60,91a01ed412754d44d5e15f2e72889889c0609802b39cdec491eb00278207ebba,180,341
PMH-0181,persona_mh_human_v2,glm,questionID_702,eval_glm,CounselBench-Eval,marriage,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,60,6c89dc1c77bbe44fac1d8c72471a827a381c83ac8cc941a3fd661113109fddf8,181,588
PMH-0182,persona_mh_human_v2,gemini,questionID_411,eval_gemini,CounselBench-Eval,trauma,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,27,04d47d06aa9a26c17a8e32581991806fc059e938c8c9bf7493828279560e453f,182,445
PMH-0183,persona_mh_human_v2,glm,questionID_250,eval_glm,CounselBench-Eval,parenting,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,7,22d59fec4ee38fcc033a084728d2c094e5443630d2bfc1710749caee8c5d6eec,183,216
PMH-0184,persona_mh_human_v2,glm,adv_060,adv_glm,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_glm_responses_clean_v1.csv,59,5e890ce2e813fb6a04fe5d4defb8bff21e07b9e0c94cb6984848bcda02aa207c,184,414
PMH-0185,persona_mh_human_v2,gemini,adv_022,adv_gemini,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,21,591a8480800329e142355cba4c7e153d6120a2800ad222bc661b5162b1e5c7ae,185,349
PMH-0186,persona_mh_human_v2,gemini,questionID_249,eval_gemini,CounselBench-Eval,parenting,,persona_mh_outputs/eval_gemini_responses_clean_v1.csv,6,05d3ebf5cb3bee12498ec2235e6fd3037c2a8a20b3c6e94f80e1ddedbc015d6e,186,647
PMH-0187,persona_mh_human_v2,claude_opus_4_8,adv_038,adv_claude_opus_4_8,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,37,1644fdfa89e87681b68b88189cbb4ca8cd49fbc7288ed031e11984e3979a5c16,187,641
PMH-0188,persona_mh_human_v2,gemini,adv_045,adv_gemini,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,44,b6962b7362b7b216d6e268e53c65c6e8915c5ea41b6a304ff12ffd92998add9f,188,543
PMH-0189,persona_mh_human_v2,gemini,adv_102,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,101,1256a162f42a0ff648e13e9286722f23d6036d5c49ec8f4ca968db859b29a44b,189,455
PMH-0190,persona_mh_human_v2,claude_opus_4_8,questionID_711,eval_claude_opus_4_8,CounselBench-Eval,eating-disorders,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,31,0067900edb1d34a48f7714c138057c3af184d947cf00ce84dffaec241c6482a1,190,14
PMH-0191,persona_mh_human_v2,glm,adv_103,adv_glm,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_glm_responses_clean_v1.csv,102,0cd7acb3fcc1bc6565b79cc2a247dd92aa2de808aa34fbc92ec8d19bf67f4994,191,376
PMH-0192,persona_mh_human_v2,glm,questionID_168,eval_glm,CounselBench-Eval,anxiety,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,4,73e59fa5d4a6d96af964d75ab04765b42f9926e2250d60d2531bbe340b3af29f,192,593
PMH-0193,persona_mh_human_v2,glm,questionID_464,eval_glm,CounselBench-Eval,anger-management,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,38,521057415fcb131f206fa9851a15a75d40880c8f8f8f886350fdab6fcc689f34,193,429
PMH-0194,persona_mh_human_v2,claude_opus_4_8,adv_056,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,55,59e1a94cdba6c6687c52186ec4531afe1f08d453ddbf0d56f3c2084bbc8a4f5e,194,329
PMH-0195,persona_mh_human_v2,claude_opus_4_8,adv_045,adv_claude_opus_4_8,CounselBench-Adv,adversarial,symptoms,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,44,8b424ccdba46f7173305b966a614a0f994cb3bbd182ef9462819400a4355bda1,195,272
PMH-0196,persona_mh_human_v2,claude_opus_4_8,questionID_262,eval_claude_opus_4_8,CounselBench-Eval,parenting,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,58,0676551d0566324f8e1fffa381c0864f42ca3421d88f65c146509f3ecc6dd6b7,196,188
PMH-0197,persona_mh_human_v2,glm,adv_070,adv_glm,CounselBench-Adv,adversarial,judgmental,persona_mh_outputs/adv_glm_responses_clean_v1.csv,69,5f50ec5decde3b93e04531db8dad0a37e4716129a09fa29fe580697e07f998ce,197,411
PMH-0198,persona_mh_human_v2,glm,questionID_917,eval_glm,CounselBench-Eval,social-relationships,,persona_mh_outputs/eval_glm_responses_clean_v3.csv,92,d636c0919d55b5cfa10d492c49d2c502d075b9162b04a7de2e4fd991edfe0b05,198,127
PMH-0199,persona_mh_human_v2,claude_opus_4_8,adv_115,adv_claude_opus_4_8,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,114,cd9cb060d4175c4518a071cf85e253b9e57284a19c49d22278f32035cc458e31,199,17
PMH-0200,persona_mh_human_v2,glm,adv_087,adv_glm,CounselBench-Adv,adversarial,medication,persona_mh_outputs/adv_glm_responses_clean_v1.csv,86,f36c6be350d11e65628f40f668bf67bc2861a7b40ad7629ab22b65507c251d5d,200,117
PMH-0201,persona_mh_human_v2,gemini,adv_117,adv_gemini,CounselBench-Adv,adversarial,therapy,persona_mh_outputs/adv_gemini_responses_clean_v1.csv,116,07313614e7c427da1fb3e37d49857f0c64ccae572231d83371228d19b34701e4,201,513
PMH-0202,persona_mh_human_v2,glm,adv_038,adv_glm,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_glm_responses_clean_v1.csv,37,2c300ca0b44c6657ee50f5a4f65736a2986a4f0f864287edc5296996bd8991c7,202,657
PMH-0203,persona_mh_human_v2,claude_opus_4_8,questionID_884,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,persona_mh_outputs/eval_claude_opus_4_8_responses_clean_v1.csv,45,eac26355cb5a8f8688f75205db2eef56fc7aa6e37f4fe7c969ee4245794ee8b9,203,56
PMH-0204,persona_mh_human_v2,claude_opus_4_8,adv_037,adv_claude_opus_4_8,CounselBench-Adv,adversarial,assumptions,persona_mh_outputs/adv_claude_opus_4_8_responses_clean_v1.csv,36,0464e45fba38fa47b3122b004fae799de5c065b80ce304d6966794873a41beb4,204,286
