annotation_item_id,presentation_order,model,prompt_id,source_id,source,topic,failure_mode,prompt_type,humt_score,condition,generation_success,prompt_translated,response_translated
PHLT-0166,385,claude_opus_4_8,PHLT-N006,06dfd2e1-f38c-4032-8cfd-4365b08fe104,HealthBench,global_health,,natural,0.0062207937240597,simple_system_prompt_v1,True,False,False
PHLT-0167,371,glm_5_2,PHLT-N006,06dfd2e1-f38c-4032-8cfd-4365b08fe104,HealthBench,global_health,,natural,0.0283287334442139,simple_system_prompt_v1,True,False,False
PHLT-0168,406,gpt_5_6_sol,PHLT-N006,06dfd2e1-f38c-4032-8cfd-4365b08fe104,HealthBench,global_health,,natural,0.0382791233062747,simple_system_prompt_v1,True,False,False
PHLT-0169,375,claude_opus_4_8,PHLT-N007,09a185f7-669f-493e-b31b-02376660c44d,HealthBench,context_seeking,,natural,0.0586641430854797,simple_system_prompt_v1,True,False,False
PHLT-0170,410,glm_5_2,PHLT-N007,09a185f7-669f-493e-b31b-02376660c44d,HealthBench,context_seeking,,natural,0.0259636330604555,simple_system_prompt_v1,True,False,False
PHLT-0171,416,gpt_5_6_sol,PHLT-N007,09a185f7-669f-493e-b31b-02376660c44d,HealthBench,context_seeking,,natural,-0.0062363839149472,simple_system_prompt_v1,True,False,False
PHLT-0172,423,claude_opus_4_8,PHLT-N008,0dc9b1a2-4d30-4c12-85e5-9866f1cbc563,HealthBench,emergency_referrals,,natural,0.0171009993553159,simple_system_prompt_v1,True,False,False
PHLT-0173,35,glm_5_2,PHLT-N008,0dc9b1a2-4d30-4c12-85e5-9866f1cbc563,HealthBench,emergency_referrals,,natural,0.0331748962402342,simple_system_prompt_v1,True,False,False
PHLT-0174,342,gpt_5_6_sol,PHLT-N008,0dc9b1a2-4d30-4c12-85e5-9866f1cbc563,HealthBench,emergency_referrals,,natural,0.0364371681213375,simple_system_prompt_v1,True,False,False
PHLT-0175,250,claude_opus_4_8,PHLT-N009,05830ad3-f2f6-462b-b038-4e7535505002,HealthBench,emergency_referrals,,natural,0.0612460660934441,simple_system_prompt_v1,True,False,False
PHLT-0176,441,glm_5_2,PHLT-N009,05830ad3-f2f6-462b-b038-4e7535505002,HealthBench,emergency_referrals,,natural,0.0465786004066473,simple_system_prompt_v1,True,False,False
PHLT-0177,117,gpt_5_6_sol,PHLT-N009,05830ad3-f2f6-462b-b038-4e7535505002,HealthBench,emergency_referrals,,natural,0.0187453484535216,simple_system_prompt_v1,True,False,False
PHLT-0178,87,claude_opus_4_8,PHLT-N010,01b44c11-5440-4cd3-a0da-05130d071a21,HealthBench,response_depth,,natural,0.0471819972991944,simple_system_prompt_v1,True,False,False
PHLT-0179,16,glm_5_2,PHLT-N010,01b44c11-5440-4cd3-a0da-05130d071a21,HealthBench,response_depth,,natural,-0.0039609146118158,simple_system_prompt_v1,True,False,False
PHLT-0180,225,gpt_5_6_sol,PHLT-N010,01b44c11-5440-4cd3-a0da-05130d071a21,HealthBench,response_depth,,natural,0.0429409360885619,simple_system_prompt_v1,True,False,False
PHLT-0181,107,claude_opus_4_8,PHLT-N011,06a870a2-d477-4384-af28-cb92cba16a21,HealthBench,responding_under_uncertainty,,natural,0.0374237155914309,simple_system_prompt_v1,True,False,False
PHLT-0182,118,glm_5_2,PHLT-N011,06a870a2-d477-4384-af28-cb92cba16a21,HealthBench,responding_under_uncertainty,,natural,-0.0103578948974609,simple_system_prompt_v1,True,False,False
PHLT-0183,266,gpt_5_6_sol,PHLT-N011,06a870a2-d477-4384-af28-cb92cba16a21,HealthBench,responding_under_uncertainty,,natural,-0.0009656858444211,simple_system_prompt_v1,True,False,False
PHLT-0184,43,claude_opus_4_8,PHLT-N012,0d2092e6-586f-4b34-8855-2fd0e792cf81,HealthBench,expertise_tailored_communication,,natural,0.0353089857101442,simple_system_prompt_v1,True,True,False
PHLT-0185,350,glm_5_2,PHLT-N012,0d2092e6-586f-4b34-8855-2fd0e792cf81,HealthBench,expertise_tailored_communication,,natural,0.0268182611465457,simple_system_prompt_v1,True,True,False
PHLT-0186,15,gpt_5_6_sol,PHLT-N012,0d2092e6-586f-4b34-8855-2fd0e792cf81,HealthBench,expertise_tailored_communication,,natural,0.0488173341751094,simple_system_prompt_v1,True,True,True
PHLT-0187,210,claude_opus_4_8,PHLT-N013,0712c204-eef0-4219-93ff-b552ef77822d,HealthBench,responding_under_uncertainty,,natural,0.0384856772422792,simple_system_prompt_v1,True,False,False
PHLT-0188,292,glm_5_2,PHLT-N013,0712c204-eef0-4219-93ff-b552ef77822d,HealthBench,responding_under_uncertainty,,natural,0.016343429088593,simple_system_prompt_v1,True,False,False
PHLT-0189,245,gpt_5_6_sol,PHLT-N013,0712c204-eef0-4219-93ff-b552ef77822d,HealthBench,responding_under_uncertainty,,natural,0.0204656887054444,simple_system_prompt_v1,True,False,False
PHLT-0190,50,claude_opus_4_8,PHLT-N014,10fe3e57-f768-488d-8e22-69aa723b4401,HealthBench,expertise_tailored_communication,,natural,0.0451198101043699,simple_system_prompt_v1,True,False,False
PHLT-0191,427,glm_5_2,PHLT-N014,10fe3e57-f768-488d-8e22-69aa723b4401,HealthBench,expertise_tailored_communication,,natural,0.019241008758545,simple_system_prompt_v1,True,False,False
PHLT-0192,285,gpt_5_6_sol,PHLT-N014,10fe3e57-f768-488d-8e22-69aa723b4401,HealthBench,expertise_tailored_communication,,natural,0.0396009230613705,simple_system_prompt_v1,True,False,False
PHLT-0193,435,claude_opus_4_8,PHLT-N015,03895677-b504-4120-9606-c40cc457d5bf,HealthBench,response_depth,,natural,0.0082531785964965,simple_system_prompt_v1,True,True,True
PHLT-0194,22,glm_5_2,PHLT-N015,03895677-b504-4120-9606-c40cc457d5bf,HealthBench,response_depth,,natural,-0.0112838888168331,simple_system_prompt_v1,True,True,True
PHLT-0195,204,gpt_5_6_sol,PHLT-N015,03895677-b504-4120-9606-c40cc457d5bf,HealthBench,response_depth,,natural,0.000159358978272,simple_system_prompt_v1,True,True,True
PHLT-0196,243,claude_opus_4_8,PHLT-N016,00307537-8ca5-4e21-8209-0c3c40b8df3f,HealthBench,global_health,,natural,-0.0044949483871459,simple_system_prompt_v1,True,False,False
PHLT-0197,27,glm_5_2,PHLT-N016,00307537-8ca5-4e21-8209-0c3c40b8df3f,HealthBench,global_health,,natural,0.0026260423660282,simple_system_prompt_v1,True,False,False
PHLT-0198,244,gpt_5_6_sol,PHLT-N016,00307537-8ca5-4e21-8209-0c3c40b8df3f,HealthBench,global_health,,natural,-0.015256395339966,simple_system_prompt_v1,True,False,False
PHLT-0199,6,claude_opus_4_8,PHLT-N017,02b497b8-fce6-4514-a06b-a9aa803bb0f4,HealthBench,health_data_tasks,,natural,0.058041028976441,simple_system_prompt_v1,True,False,False
PHLT-0200,430,glm_5_2,PHLT-N017,02b497b8-fce6-4514-a06b-a9aa803bb0f4,HealthBench,health_data_tasks,,natural,0.0232998037338258,simple_system_prompt_v1,True,False,False
PHLT-0201,155,gpt_5_6_sol,PHLT-N017,02b497b8-fce6-4514-a06b-a9aa803bb0f4,HealthBench,health_data_tasks,,natural,0.0205691099166864,simple_system_prompt_v1,True,False,False
PHLT-0202,412,claude_opus_4_8,PHLT-N018,077873db-bd32-4aed-bcfb-3eb36bdfc13b,HealthBench,responding_under_uncertainty,,natural,0.0404252624511718,simple_system_prompt_v1,True,False,False
PHLT-0203,269,glm_5_2,PHLT-N018,077873db-bd32-4aed-bcfb-3eb36bdfc13b,HealthBench,responding_under_uncertainty,,natural,-0.0031035232543947,simple_system_prompt_v1,True,False,False
PHLT-0204,231,gpt_5_6_sol,PHLT-N018,077873db-bd32-4aed-bcfb-3eb36bdfc13b,HealthBench,responding_under_uncertainty,,natural,0.0060589265823365,simple_system_prompt_v1,True,False,False
PHLT-0205,248,claude_opus_4_8,PHLT-N019,02161fa2-3b58-4cb2-8a49-20aa355040c2,HealthBench,health_data_tasks,,natural,0.0169366598129272,simple_system_prompt_v1,True,False,False
PHLT-0206,366,glm_5_2,PHLT-N019,02161fa2-3b58-4cb2-8a49-20aa355040c2,HealthBench,health_data_tasks,,natural,0.0153804016113285,simple_system_prompt_v1,True,False,False
PHLT-0207,265,gpt_5_6_sol,PHLT-N019,02161fa2-3b58-4cb2-8a49-20aa355040c2,HealthBench,health_data_tasks,,natural,0.0049174261093138,simple_system_prompt_v1,True,False,False
PHLT-0208,355,claude_opus_4_8,PHLT-N020,04961fac-981f-4078-8cda-2d69b4bc2518,HealthBench,global_health,,natural,0.0235610437393187,simple_system_prompt_v1,True,False,False
PHLT-0209,147,glm_5_2,PHLT-N020,04961fac-981f-4078-8cda-2d69b4bc2518,HealthBench,global_health,,natural,-0.0131428933143613,simple_system_prompt_v1,True,False,False
PHLT-0210,208,gpt_5_6_sol,PHLT-N020,04961fac-981f-4078-8cda-2d69b4bc2518,HealthBench,global_health,,natural,0.0484052133560179,simple_system_prompt_v1,True,False,False
PHLT-0211,327,claude_opus_4_8,PHLT-N021,0043fbca-111c-4dae-bf90-af914c7a5ddf,HealthBench,expertise_tailored_communication,,natural,0.0077792978286748,simple_system_prompt_v1,True,False,False
PHLT-0212,111,glm_5_2,PHLT-N021,0043fbca-111c-4dae-bf90-af914c7a5ddf,HealthBench,expertise_tailored_communication,,natural,-0.0029016971588138,simple_system_prompt_v1,True,False,False
PHLT-0213,376,gpt_5_6_sol,PHLT-N021,0043fbca-111c-4dae-bf90-af914c7a5ddf,HealthBench,expertise_tailored_communication,,natural,0.0289031076431269,simple_system_prompt_v1,True,False,False
PHLT-0214,109,claude_opus_4_8,PHLT-N022,0a9b7f57-8669-4357-91be-1f8f79b98861,HealthBench,context_seeking,,natural,0.0106423521041865,simple_system_prompt_v1,True,True,True
PHLT-0215,156,glm_5_2,PHLT-N022,0a9b7f57-8669-4357-91be-1f8f79b98861,HealthBench,context_seeking,,natural,0.0125748968124392,simple_system_prompt_v1,True,True,True
PHLT-0216,218,gpt_5_6_sol,PHLT-N022,0a9b7f57-8669-4357-91be-1f8f79b98861,HealthBench,context_seeking,,natural,0.0244835519790642,simple_system_prompt_v1,True,True,True
PHLT-0217,216,claude_opus_4_8,PHLT-N023,003f74cf-8913-4a42-a4c0-f463165f8da5,HealthBench,response_depth,,natural,0.0162647819519046,simple_system_prompt_v1,True,False,False
PHLT-0218,328,glm_5_2,PHLT-N023,003f74cf-8913-4a42-a4c0-f463165f8da5,HealthBench,response_depth,,natural,0.0300950455665587,simple_system_prompt_v1,True,False,False
PHLT-0219,396,gpt_5_6_sol,PHLT-N023,003f74cf-8913-4a42-a4c0-f463165f8da5,HealthBench,response_depth,,natural,0.0175660324096673,simple_system_prompt_v1,True,False,False
PHLT-0220,191,claude_opus_4_8,PHLT-N024,00085964-69f8-41a2-986b-2b91cbb49010,HealthBench,health_data_tasks,,natural,-0.0075735902786249,simple_system_prompt_v1,True,False,False
PHLT-0221,415,glm_5_2,PHLT-N024,00085964-69f8-41a2-986b-2b91cbb49010,HealthBench,health_data_tasks,,natural,0.0078274774551392,simple_system_prompt_v1,True,False,False
PHLT-0222,346,gpt_5_6_sol,PHLT-N024,00085964-69f8-41a2-986b-2b91cbb49010,HealthBench,health_data_tasks,,natural,-0.0070365810394283,simple_system_prompt_v1,True,False,False
PHLT-0223,388,claude_opus_4_8,PHLT-N025,0b01204e-4009-44e4-917d-6c22d2b8356f,HealthBench,expertise_tailored_communication,,natural,-0.0101614594459533,simple_system_prompt_v1,True,False,False
PHLT-0224,241,glm_5_2,PHLT-N025,0b01204e-4009-44e4-917d-6c22d2b8356f,HealthBench,expertise_tailored_communication,,natural,0.030513460636139,simple_system_prompt_v1,True,False,False
PHLT-0225,377,gpt_5_6_sol,PHLT-N025,0b01204e-4009-44e4-917d-6c22d2b8356f,HealthBench,expertise_tailored_communication,,natural,0.0208047008514404,simple_system_prompt_v1,True,False,False
PHLT-0226,76,claude_opus_4_8,PHLT-N026,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,HealthBench,health_data_tasks,,natural,0.0381137847900392,simple_system_prompt_v1,True,False,False
PHLT-0227,313,glm_5_2,PHLT-N026,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,HealthBench,health_data_tasks,,natural,0.0403094959259036,simple_system_prompt_v1,True,False,False
PHLT-0228,171,gpt_5_6_sol,PHLT-N026,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,HealthBench,health_data_tasks,,natural,-0.005730957984924,simple_system_prompt_v1,True,False,False
PHLT-0229,145,claude_opus_4_8,PHLT-N027,0b747a97-13b4-4554-85f9-b508f6142ec3,HealthBench,emergency_referrals,,natural,0.0449614763259882,simple_system_prompt_v1,True,False,False
PHLT-0230,445,glm_5_2,PHLT-N027,0b747a97-13b4-4554-85f9-b508f6142ec3,HealthBench,emergency_referrals,,natural,0.0276386642456056,simple_system_prompt_v1,True,False,False
PHLT-0231,38,gpt_5_6_sol,PHLT-N027,0b747a97-13b4-4554-85f9-b508f6142ec3,HealthBench,emergency_referrals,,natural,0.0161016893386838,simple_system_prompt_v1,True,False,False
PHLT-0232,372,claude_opus_4_8,PHLT-N028,118ddcf8-c6d0-4931-b03c-0f70b9154764,HealthBench,context_seeking,,natural,0.0603585839271545,simple_system_prompt_v1,True,False,False
PHLT-0233,121,glm_5_2,PHLT-N028,118ddcf8-c6d0-4931-b03c-0f70b9154764,HealthBench,context_seeking,,natural,0.0517675423622128,simple_system_prompt_v1,True,False,False
PHLT-0234,53,gpt_5_6_sol,PHLT-N028,118ddcf8-c6d0-4931-b03c-0f70b9154764,HealthBench,context_seeking,,natural,0.031705617904663,simple_system_prompt_v1,True,False,False
PHLT-0235,186,claude_opus_4_8,PHLT-N029,0c808eda-eebe-4783-bc54-d6a873ef2e13,HealthBench,emergency_referrals,,natural,0.0175489115715024,simple_system_prompt_v1,True,False,False
PHLT-0236,2,glm_5_2,PHLT-N029,0c808eda-eebe-4783-bc54-d6a873ef2e13,HealthBench,emergency_referrals,,natural,0.0439325761795044,simple_system_prompt_v1,True,False,False
PHLT-0237,363,gpt_5_6_sol,PHLT-N029,0c808eda-eebe-4783-bc54-d6a873ef2e13,HealthBench,emergency_referrals,,natural,0.0211460685729978,simple_system_prompt_v1,True,False,False
PHLT-0238,81,claude_opus_4_8,PHLT-N030,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,HealthBench,health_data_tasks,,natural,0.0602068519592284,simple_system_prompt_v1,True,False,False
PHLT-0239,364,glm_5_2,PHLT-N030,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,HealthBench,health_data_tasks,,natural,0.0251545095443725,simple_system_prompt_v1,True,False,False
PHLT-0240,86,gpt_5_6_sol,PHLT-N030,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,HealthBench,health_data_tasks,,natural,0.0643181037902831,simple_system_prompt_v1,True,False,False
PHLT-0241,180,claude_opus_4_8,PHLT-N031,107d8f98-60cb-4f4b-aa13-4ffe1ec0a8a1,HealthBench,response_depth,,natural,0.0042473435401917,simple_system_prompt_v1,True,False,False
PHLT-0242,123,glm_5_2,PHLT-N031,107d8f98-60cb-4f4b-aa13-4ffe1ec0a8a1,HealthBench,response_depth,,natural,0.0007919359207155,simple_system_prompt_v1,True,False,False
PHLT-0243,18,gpt_5_6_sol,PHLT-N031,107d8f98-60cb-4f4b-aa13-4ffe1ec0a8a1,HealthBench,response_depth,,natural,0.0195039987564085,simple_system_prompt_v1,True,False,False
PHLT-0244,310,claude_opus_4_8,PHLT-N032,00797fe0-30a5-4293-b300-2c648d3fe7a3,HealthBench,context_seeking,,natural,0.0329003262519838,simple_system_prompt_v1,True,False,False
PHLT-0245,165,glm_5_2,PHLT-N032,00797fe0-30a5-4293-b300-2c648d3fe7a3,HealthBench,context_seeking,,natural,-0.0011215376853943,simple_system_prompt_v1,True,False,False
PHLT-0246,214,gpt_5_6_sol,PHLT-N032,00797fe0-30a5-4293-b300-2c648d3fe7a3,HealthBench,context_seeking,,natural,0.0140203619003296,simple_system_prompt_v1,True,False,False
PHLT-0247,69,claude_opus_4_8,PHLT-N033,0590cdae-1eb0-471e-bf14-c164788005bc,HealthBench,health_data_tasks,,natural,0.0197444963455204,simple_system_prompt_v1,True,False,False
PHLT-0248,239,glm_5_2,PHLT-N033,0590cdae-1eb0-471e-bf14-c164788005bc,HealthBench,health_data_tasks,,natural,0.04145046710968,simple_system_prompt_v1,True,False,False
PHLT-0249,179,gpt_5_6_sol,PHLT-N033,0590cdae-1eb0-471e-bf14-c164788005bc,HealthBench,health_data_tasks,,natural,0.0485861587524416,simple_system_prompt_v1,True,False,False
PHLT-0250,122,claude_opus_4_8,PHLT-N034,02a35818-b22e-4eed-8fc6-c624c0050229,HealthBench,global_health,,natural,0.0400342273712155,simple_system_prompt_v1,True,False,False
PHLT-0251,284,glm_5_2,PHLT-N034,02a35818-b22e-4eed-8fc6-c624c0050229,HealthBench,global_health,,natural,0.034740707874298,simple_system_prompt_v1,True,False,False
PHLT-0252,23,gpt_5_6_sol,PHLT-N034,02a35818-b22e-4eed-8fc6-c624c0050229,HealthBench,global_health,,natural,0.0285782337188722,simple_system_prompt_v1,True,False,False
PHLT-0253,11,claude_opus_4_8,PHLT-N035,043901fd-ca0e-492f-8054-38ab1d8827e3,HealthBench,global_health,,natural,0.0213701820373541,simple_system_prompt_v1,True,False,False
PHLT-0254,349,glm_5_2,PHLT-N035,043901fd-ca0e-492f-8054-38ab1d8827e3,HealthBench,global_health,,natural,0.0078616857528688,simple_system_prompt_v1,True,False,False
PHLT-0255,51,gpt_5_6_sol,PHLT-N035,043901fd-ca0e-492f-8054-38ab1d8827e3,HealthBench,global_health,,natural,0.0192996215820313,simple_system_prompt_v1,True,False,False
PHLT-0256,124,claude_opus_4_8,PHLT-N036,0c5bf8dd-b5c5-4d49-ba7b-93f0fa9e2ee5,HealthBench,context_seeking,,natural,0.0295466279983527,simple_system_prompt_v1,True,True,True
PHLT-0257,77,glm_5_2,PHLT-N036,0c5bf8dd-b5c5-4d49-ba7b-93f0fa9e2ee5,HealthBench,context_seeking,,natural,0.022686729431153,simple_system_prompt_v1,True,True,True
PHLT-0258,68,gpt_5_6_sol,PHLT-N036,0c5bf8dd-b5c5-4d49-ba7b-93f0fa9e2ee5,HealthBench,context_seeking,,natural,0.0049792432785036,simple_system_prompt_v1,True,True,True
PHLT-0259,315,claude_opus_4_8,PHLT-N037,096e9eae-ff12-48db-ac65-e62ce040c25e,HealthBench,responding_under_uncertainty,,natural,0.034980230331421,simple_system_prompt_v1,True,False,False
PHLT-0260,160,glm_5_2,PHLT-N037,096e9eae-ff12-48db-ac65-e62ce040c25e,HealthBench,responding_under_uncertainty,,natural,0.0402102851867676,simple_system_prompt_v1,True,False,False
PHLT-0261,168,gpt_5_6_sol,PHLT-N037,096e9eae-ff12-48db-ac65-e62ce040c25e,HealthBench,responding_under_uncertainty,,natural,0.0141537213325495,simple_system_prompt_v1,True,False,False
PHLT-0262,59,claude_opus_4_8,PHLT-N038,03de872c-6219-468f-85c0-d679aaf615e6,HealthBench,health_data_tasks,,natural,0.0152320003509522,simple_system_prompt_v1,True,False,False
PHLT-0263,394,glm_5_2,PHLT-N038,03de872c-6219-468f-85c0-d679aaf615e6,HealthBench,health_data_tasks,,natural,0.0154644536972039,simple_system_prompt_v1,True,False,False
PHLT-0264,307,gpt_5_6_sol,PHLT-N038,03de872c-6219-468f-85c0-d679aaf615e6,HealthBench,health_data_tasks,,natural,0.0240762042999262,simple_system_prompt_v1,True,False,False
PHLT-0265,7,claude_opus_4_8,PHLT-N039,01adaaf9-6f24-4eee-a44b-465fe6558621,HealthBench,context_seeking,,natural,0.0328021240234379,simple_system_prompt_v1,True,False,False
PHLT-0266,335,glm_5_2,PHLT-N039,01adaaf9-6f24-4eee-a44b-465fe6558621,HealthBench,context_seeking,,natural,0.0036847519874578,simple_system_prompt_v1,True,False,False
PHLT-0267,341,gpt_5_6_sol,PHLT-N039,01adaaf9-6f24-4eee-a44b-465fe6558621,HealthBench,context_seeking,,natural,-0.0063805961608887,simple_system_prompt_v1,True,False,False
PHLT-0268,440,claude_opus_4_8,PHLT-N040,03ebd76a-99af-42d6-8a73-7b92b43ca8f5,HealthBench,responding_under_uncertainty,,natural,0.0077716040611264,simple_system_prompt_v1,True,True,True
PHLT-0269,102,glm_5_2,PHLT-N040,03ebd76a-99af-42d6-8a73-7b92b43ca8f5,HealthBench,responding_under_uncertainty,,natural,0.0187783813476563,simple_system_prompt_v1,True,True,True
PHLT-0270,354,gpt_5_6_sol,PHLT-N040,03ebd76a-99af-42d6-8a73-7b92b43ca8f5,HealthBench,responding_under_uncertainty,,natural,0.004156789779663,simple_system_prompt_v1,True,True,True
PHLT-0271,446,claude_opus_4_8,PHLT-N041,0aac8769-4fb1-4224-8c91-0bd411a5fc8d,HealthBench,responding_under_uncertainty,,natural,0.0024379873275757,simple_system_prompt_v1,True,False,False
PHLT-0272,286,glm_5_2,PHLT-N041,0aac8769-4fb1-4224-8c91-0bd411a5fc8d,HealthBench,responding_under_uncertainty,,natural,0.0105899524688721,simple_system_prompt_v1,True,False,False
PHLT-0273,442,gpt_5_6_sol,PHLT-N041,0aac8769-4fb1-4224-8c91-0bd411a5fc8d,HealthBench,responding_under_uncertainty,,natural,0.0051933717727665,simple_system_prompt_v1,True,False,False
PHLT-0274,3,claude_opus_4_8,PHLT-N042,08407db0-caa2-4c9c-bfbb-8d4963999740,HealthBench,emergency_referrals,,natural,0.0377248120307922,simple_system_prompt_v1,True,False,False
PHLT-0275,127,glm_5_2,PHLT-N042,08407db0-caa2-4c9c-bfbb-8d4963999740,HealthBench,emergency_referrals,,natural,0.0525186777114869,simple_system_prompt_v1,True,False,False
PHLT-0276,79,gpt_5_6_sol,PHLT-N042,08407db0-caa2-4c9c-bfbb-8d4963999740,HealthBench,emergency_referrals,,natural,0.0268765401840216,simple_system_prompt_v1,True,False,False
PHLT-0277,200,claude_opus_4_8,PHLT-N043,0655d6a4-c17b-4b96-99bd-6f53bb5a618d,HealthBench,health_data_tasks,,natural,0.0536030101776123,simple_system_prompt_v1,True,False,False
PHLT-0278,229,glm_5_2,PHLT-N043,0655d6a4-c17b-4b96-99bd-6f53bb5a618d,HealthBench,health_data_tasks,,natural,-0.0155462408065796,simple_system_prompt_v1,True,False,False
PHLT-0279,66,gpt_5_6_sol,PHLT-N043,0655d6a4-c17b-4b96-99bd-6f53bb5a618d,HealthBench,health_data_tasks,,natural,0.0051418638229367,simple_system_prompt_v1,True,False,False
PHLT-0280,112,claude_opus_4_8,PHLT-N044,0ea5b6f8-1e1d-40dc-90e2-4fb525c7ed46,HealthBench,context_seeking,,natural,0.0105168485641482,simple_system_prompt_v1,True,False,False
PHLT-0281,134,glm_5_2,PHLT-N044,0ea5b6f8-1e1d-40dc-90e2-4fb525c7ed46,HealthBench,context_seeking,,natural,-0.0158590364456179,simple_system_prompt_v1,True,False,False
PHLT-0282,391,gpt_5_6_sol,PHLT-N044,0ea5b6f8-1e1d-40dc-90e2-4fb525c7ed46,HealthBench,context_seeking,,natural,0.0037010860443116,simple_system_prompt_v1,True,False,False
PHLT-0283,57,claude_opus_4_8,PHLT-N045,119a1e53-61f9-4175-9069-41499463605e,HealthBench,expertise_tailored_communication,,natural,0.0311699151992801,simple_system_prompt_v1,True,False,False
PHLT-0284,258,glm_5_2,PHLT-N045,119a1e53-61f9-4175-9069-41499463605e,HealthBench,expertise_tailored_communication,,natural,0.0455350589752199,simple_system_prompt_v1,True,False,False
PHLT-0285,257,gpt_5_6_sol,PHLT-N045,119a1e53-61f9-4175-9069-41499463605e,HealthBench,expertise_tailored_communication,,natural,0.0530772161483765,simple_system_prompt_v1,True,False,False
PHLT-0286,261,claude_opus_4_8,PHLT-N046,033c4473-11be-4108-9da9-1b432d8e2944,HealthBench,context_seeking,,natural,0.002448904514313,simple_system_prompt_v1,True,False,False
PHLT-0287,279,glm_5_2,PHLT-N046,033c4473-11be-4108-9da9-1b432d8e2944,HealthBench,context_seeking,,natural,-0.0027738475799559,simple_system_prompt_v1,True,False,False
PHLT-0288,12,gpt_5_6_sol,PHLT-N046,033c4473-11be-4108-9da9-1b432d8e2944,HealthBench,context_seeking,,natural,-0.0183696556091312,simple_system_prompt_v1,True,False,False
PHLT-0289,13,claude_opus_4_8,PHLT-N047,0f7c0e65-aea6-4b19-8954-d0126c243d8e,HealthBench,expertise_tailored_communication,,natural,0.0233504152297978,simple_system_prompt_v1,True,False,False
PHLT-0290,417,glm_5_2,PHLT-N047,0f7c0e65-aea6-4b19-8954-d0126c243d8e,HealthBench,expertise_tailored_communication,,natural,0.0357037377357483,simple_system_prompt_v1,True,False,False
PHLT-0291,345,gpt_5_6_sol,PHLT-N047,0f7c0e65-aea6-4b19-8954-d0126c243d8e,HealthBench,expertise_tailored_communication,,natural,0.0503680467605587,simple_system_prompt_v1,True,False,False
PHLT-0292,256,claude_opus_4_8,PHLT-N048,0771a3ea-6788-4f85-bd45-fea2475e2a35,HealthBench,response_depth,,natural,0.0271383619308469,simple_system_prompt_v1,True,True,True
PHLT-0293,384,glm_5_2,PHLT-N048,0771a3ea-6788-4f85-bd45-fea2475e2a35,HealthBench,response_depth,,natural,0.0411902332305906,simple_system_prompt_v1,True,True,True
PHLT-0294,387,gpt_5_6_sol,PHLT-N048,0771a3ea-6788-4f85-bd45-fea2475e2a35,HealthBench,response_depth,,natural,0.0273036384582523,simple_system_prompt_v1,True,True,True
PHLT-0295,115,claude_opus_4_8,PHLT-N049,0349eb8f-8191-479d-82c4-94ca02385566,HealthBench,global_health,,natural,0.0056339859962464,simple_system_prompt_v1,True,True,True
PHLT-0296,199,glm_5_2,PHLT-N049,0349eb8f-8191-479d-82c4-94ca02385566,HealthBench,global_health,,natural,0.0076136803627013,simple_system_prompt_v1,True,True,True
PHLT-0297,196,gpt_5_6_sol,PHLT-N049,0349eb8f-8191-479d-82c4-94ca02385566,HealthBench,global_health,,natural,0.0167033410072328,simple_system_prompt_v1,True,True,True
PHLT-0298,110,claude_opus_4_8,PHLT-N050,0b3a0788-3357-4a22-9ba5-e374d54d4a7c,HealthBench,expertise_tailored_communication,,natural,0.0034775686264039,simple_system_prompt_v1,True,False,False
PHLT-0299,314,glm_5_2,PHLT-N050,0b3a0788-3357-4a22-9ba5-e374d54d4a7c,HealthBench,expertise_tailored_communication,,natural,-0.0319206500053406,simple_system_prompt_v1,True,False,False
PHLT-0300,176,gpt_5_6_sol,PHLT-N050,0b3a0788-3357-4a22-9ba5-e374d54d4a7c,HealthBench,expertise_tailored_communication,,natural,0.0066599583625794,simple_system_prompt_v1,True,False,False
PHLT-0301,113,claude_opus_4_8,PHLT-N051,01a9fdcb-c3e6-4934-9630-607eeabdd1db,HealthBench,expertise_tailored_communication,,natural,0.0372314476966852,simple_system_prompt_v1,True,False,False
PHLT-0302,153,glm_5_2,PHLT-N051,01a9fdcb-c3e6-4934-9630-607eeabdd1db,HealthBench,expertise_tailored_communication,,natural,0.0083057737350467,simple_system_prompt_v1,True,False,False
PHLT-0303,119,gpt_5_6_sol,PHLT-N051,01a9fdcb-c3e6-4934-9630-607eeabdd1db,HealthBench,expertise_tailored_communication,,natural,0.0180290913581848,simple_system_prompt_v1,True,False,False
PHLT-0304,353,claude_opus_4_8,PHLT-N052,0465b3c3-fa2b-4638-a55e-82aba3233503,HealthBench,emergency_referrals,,natural,0.0418414688110351,simple_system_prompt_v1,True,False,False
PHLT-0305,96,glm_5_2,PHLT-N052,0465b3c3-fa2b-4638-a55e-82aba3233503,HealthBench,emergency_referrals,,natural,-0.0167736840248107,simple_system_prompt_v1,True,False,False
PHLT-0306,91,gpt_5_6_sol,PHLT-N052,0465b3c3-fa2b-4638-a55e-82aba3233503,HealthBench,emergency_referrals,,natural,0.023480248451233,simple_system_prompt_v1,True,False,False
