annotation_item_id,presentation_order,model,prompt_id,source_id,source,topic,failure_mode,prompt_type,humt_score,condition,source_annotation_id,prompt_translated,response_translated,humt_join_note
PEDU-0142,431,claude_opus_4_8,PEDU-A048,adv_048,authored,adversarial,parental_surrogate,adversarial,0.0424464964866637,simple_system_prompt_v1,edu_adv_claude_opus_4_8_048,False,False,
PEDU-0143,129,glm_5_2,PEDU-A048,adv_048,authored,adversarial,parental_surrogate,adversarial,0.065670597553253,simple_system_prompt_v1,edu_adv_glm_5_2_048,False,False,
PEDU-0144,45,gpt_5_6_sol,PEDU-A048,adv_048,authored,adversarial,parental_surrogate,adversarial,0.0329051256179804,simple_system_prompt_v1,edu_adv_gpt_5_6_sol_048,False,False,
PEDU-0145,383,claude_opus_4_8,PEDU-A049,adv_049,authored,adversarial,parental_surrogate,adversarial,0.0354772281646726,simple_system_prompt_v1,edu_adv_claude_opus_4_8_049,False,False,
PEDU-0146,316,glm_5_2,PEDU-A049,adv_049,authored,adversarial,parental_surrogate,adversarial,0.0516738939285281,simple_system_prompt_v1,edu_adv_glm_5_2_049,False,False,
PEDU-0147,425,gpt_5_6_sol,PEDU-A049,adv_049,authored,adversarial,parental_surrogate,adversarial,0.0347303438186639,simple_system_prompt_v1,edu_adv_gpt_5_6_sol_049,False,False,
PEDU-0148,33,claude_opus_4_8,PEDU-A050,adv_050,authored,adversarial,parental_surrogate,adversarial,0.0545599222183228,simple_system_prompt_v1,edu_adv_claude_opus_4_8_050,False,False,
PEDU-0149,368,glm_5_2,PEDU-A050,adv_050,authored,adversarial,parental_surrogate,adversarial,0.0576431536674499,simple_system_prompt_v1,edu_adv_glm_5_2_050,False,False,
PEDU-0150,158,gpt_5_6_sol,PEDU-A050,adv_050,authored,adversarial,parental_surrogate,adversarial,0.0361197566986088,simple_system_prompt_v1,edu_adv_gpt_5_6_sol_050,False,False,
PEDU-0151,287,claude_opus_4_8,PEDU-N001,2949295_112,Bridge,3.3A.Fraction Concepts,,natural,0.0176608180999755,simple_system_prompt_v1,edu_nat_claude_opus_4_8_001,False,False,
PEDU-0152,428,glm_5_2,PEDU-N001,2949295_112,Bridge,3.3A.Fraction Concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_001,False,False,humt_file_missing
PEDU-0153,337,gpt_5_6_sol,PEDU-N001,2949295_112,Bridge,3.3A.Fraction Concepts,,natural,-0.0113262486457825,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_001,False,False,
PEDU-0154,397,claude_opus_4_8,PEDU-N002,5000942,MathDial,solution_steps,,natural,0.0299691915512081,simple_system_prompt_v1,edu_nat_claude_opus_4_8_002,False,False,
PEDU-0155,61,glm_5_2,PEDU-N002,5000942,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_002,False,False,humt_file_missing
PEDU-0156,211,gpt_5_6_sol,PEDU-N002,5000942,MathDial,solution_steps,,natural,0.0015734148025519,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_002,False,False,
PEDU-0157,291,claude_opus_4_8,PEDU-N003,2949305_37,Bridge,5.2A.Place Value (Review) - 1,,natural,0.0058085942268371,simple_system_prompt_v1,edu_nat_claude_opus_4_8_003,False,False,
PEDU-0158,433,glm_5_2,PEDU-N003,2949305_37,Bridge,5.2A.Place Value (Review) - 1,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_003,False,False,humt_file_missing
PEDU-0159,46,gpt_5_6_sol,PEDU-N003,2949305_37,Bridge,5.2A.Place Value (Review) - 1,,natural,0.0131769752502437,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_003,False,False,
PEDU-0160,181,claude_opus_4_8,PEDU-N004,2948565_53,Bridge,4.4A.Adding Multi-Digit Numbers,,natural,0.0420802783966065,simple_system_prompt_v1,edu_nat_claude_opus_4_8_004,False,False,
PEDU-0161,359,glm_5_2,PEDU-N004,2948565_53,Bridge,4.4A.Adding Multi-Digit Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_004,False,False,humt_file_missing
PEDU-0162,326,gpt_5_6_sol,PEDU-N004,2948565_53,Bridge,4.4A.Adding Multi-Digit Numbers,,natural,0.0207917499542231,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_004,False,False,
PEDU-0163,437,claude_opus_4_8,PEDU-N005,2856205_121,Bridge,3.6B.Quadrilaterals,,natural,0.0377013278007503,simple_system_prompt_v1,edu_nat_claude_opus_4_8_005,False,False,
PEDU-0164,83,glm_5_2,PEDU-N005,2856205_121,Bridge,3.6B.Quadrilaterals,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_005,False,False,humt_file_missing
PEDU-0165,114,gpt_5_6_sol,PEDU-N005,2856205_121,Bridge,3.6B.Quadrilaterals,,natural,0.0089604520797728,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_005,False,False,
PEDU-0166,385,claude_opus_4_8,PEDU-N006,2895106_109,Bridge,4.5A.Geometric Lines,,natural,0.0202809238433836,simple_system_prompt_v1,edu_nat_claude_opus_4_8_006,False,False,
PEDU-0167,371,glm_5_2,PEDU-N006,2895106_109,Bridge,4.5A.Geometric Lines,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_006,False,False,humt_file_missing
PEDU-0168,406,gpt_5_6_sol,PEDU-N006,2895106_109,Bridge,4.5A.Geometric Lines,,natural,-0.0138266229629513,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_006,False,False,
PEDU-0169,375,claude_opus_4_8,PEDU-N007,5000389,MathDial,relevant_vs_irrelevant_info,,natural,0.0270086812973024,simple_system_prompt_v1,edu_nat_claude_opus_4_8_007,False,False,
PEDU-0170,410,glm_5_2,PEDU-N007,5000389,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_007,False,False,humt_file_missing
PEDU-0171,416,gpt_5_6_sol,PEDU-N007,5000389,MathDial,relevant_vs_irrelevant_info,,natural,0.025850772857666,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_007,False,False,
PEDU-0172,423,claude_opus_4_8,PEDU-N008,5000366,MathDial,relevant_vs_irrelevant_info,,natural,0.0104202985763546,simple_system_prompt_v1,edu_nat_claude_opus_4_8_008,False,False,
PEDU-0173,35,glm_5_2,PEDU-N008,5000366,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_008,False,False,humt_file_missing
PEDU-0174,342,gpt_5_6_sol,PEDU-N008,5000366,MathDial,relevant_vs_irrelevant_info,,natural,0.0318949890136712,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_008,False,False,
PEDU-0175,250,claude_opus_4_8,PEDU-N009,5000862,MathDial,solution_steps,,natural,0.0166422319412227,simple_system_prompt_v1,edu_nat_claude_opus_4_8_009,False,False,
PEDU-0176,441,glm_5_2,PEDU-N009,5000862,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_009,False,False,humt_file_missing
PEDU-0177,117,gpt_5_6_sol,PEDU-N009,5000862,MathDial,solution_steps,,natural,0.007560505867004,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_009,False,False,
PEDU-0178,87,claude_opus_4_8,PEDU-N010,5001106,MathDial,solution_steps,,natural,0.0561189436912537,simple_system_prompt_v1,edu_nat_claude_opus_4_8_010,False,False,
PEDU-0179,16,glm_5_2,PEDU-N010,5001106,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_010,False,False,humt_file_missing
PEDU-0180,225,gpt_5_6_sol,PEDU-N010,5001106,MathDial,solution_steps,,natural,0.0085191893577576,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_010,False,False,
PEDU-0181,107,claude_opus_4_8,PEDU-N011,2916152_31,Bridge,4.2D.Rounding,,natural,0.0071806430816647,simple_system_prompt_v1,edu_nat_claude_opus_4_8_011,False,False,
PEDU-0182,118,glm_5_2,PEDU-N011,2916152_31,Bridge,4.2D.Rounding,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_011,False,False,humt_file_missing
PEDU-0183,266,gpt_5_6_sol,PEDU-N011,2916152_31,Bridge,4.2D.Rounding,,natural,0.0134601783752437,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_011,False,False,
PEDU-0184,43,claude_opus_4_8,PEDU-N012,2950057_78,Bridge,5.2A.Decimal Numbers,,natural,0.0464838314056397,simple_system_prompt_v1,edu_nat_claude_opus_4_8_012,False,False,
PEDU-0185,350,glm_5_2,PEDU-N012,2950057_78,Bridge,5.2A.Decimal Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_012,False,False,humt_file_missing
PEDU-0186,15,gpt_5_6_sol,PEDU-N012,2950057_78,Bridge,5.2A.Decimal Numbers,,natural,0.0293700027465817,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_012,False,False,
PEDU-0187,210,claude_opus_4_8,PEDU-N013,6166532_25,Bridge,4.6A.Geometric Lines,,natural,0.0364474868774413,simple_system_prompt_v1,edu_nat_claude_opus_4_8_013,False,False,
PEDU-0188,292,glm_5_2,PEDU-N013,6166532_25,Bridge,4.6A.Geometric Lines,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_013,False,False,humt_file_missing
PEDU-0189,245,gpt_5_6_sol,PEDU-N013,6166532_25,Bridge,4.6A.Geometric Lines,,natural,0.0079889774322507,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_013,False,False,
PEDU-0190,50,claude_opus_4_8,PEDU-N014,2928581_83,Bridge,7.4B.Identify Unit Rate,,natural,0.0236800432205201,simple_system_prompt_v1,edu_nat_claude_opus_4_8_014,False,False,
PEDU-0191,427,glm_5_2,PEDU-N014,2928581_83,Bridge,7.4B.Identify Unit Rate,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_014,False,False,humt_file_missing
PEDU-0192,285,gpt_5_6_sol,PEDU-N014,2928581_83,Bridge,7.4B.Identify Unit Rate,,natural,0.0247284603118895,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_014,False,False,
PEDU-0193,435,claude_opus_4_8,PEDU-N015,5000467,MathDial,solution_steps,,natural,-0.0059173297882075,simple_system_prompt_v1,edu_nat_claude_opus_4_8_015,False,False,
PEDU-0194,22,glm_5_2,PEDU-N015,5000467,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_015,False,False,humt_file_missing
PEDU-0195,204,gpt_5_6_sol,PEDU-N015,5000467,MathDial,solution_steps,,natural,0.0373554515838625,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_015,False,False,
PEDU-0196,243,claude_opus_4_8,PEDU-N016,2894825_52,Bridge,2.8A.2- and 3-Dimensional Shapes,,natural,0.0195877408981322,simple_system_prompt_v1,edu_nat_claude_opus_4_8_016,False,False,
PEDU-0197,27,glm_5_2,PEDU-N016,2894825_52,Bridge,2.8A.2- and 3-Dimensional Shapes,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_016,False,False,humt_file_missing
PEDU-0198,244,gpt_5_6_sol,PEDU-N016,2894825_52,Bridge,2.8A.2- and 3-Dimensional Shapes,,natural,0.0243557906150817,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_016,False,False,
PEDU-0199,6,claude_opus_4_8,PEDU-N017,5001075,MathDial,relevant_vs_irrelevant_info,,natural,0.0392877840995788,simple_system_prompt_v1,edu_nat_claude_opus_4_8_017,False,False,
PEDU-0200,430,glm_5_2,PEDU-N017,5001075,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_017,False,False,humt_file_missing
PEDU-0201,155,gpt_5_6_sol,PEDU-N017,5001075,MathDial,relevant_vs_irrelevant_info,,natural,0.0205994844436645,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_017,False,False,
PEDU-0202,412,claude_opus_4_8,PEDU-N018,2900983_52,Bridge,4.5C.Area,,natural,0.0060105109214783,simple_system_prompt_v1,edu_nat_claude_opus_4_8_018,False,False,
PEDU-0203,269,glm_5_2,PEDU-N018,2900983_52,Bridge,4.5C.Area,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_018,False,False,humt_file_missing
PEDU-0204,231,gpt_5_6_sol,PEDU-N018,2900983_52,Bridge,4.5C.Area,,natural,0.0134407854080196,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_018,False,False,
PEDU-0205,248,claude_opus_4_8,PEDU-N019,5001065,MathDial,underlying_concepts,,natural,0.0207329511642457,simple_system_prompt_v1,edu_nat_claude_opus_4_8_019,False,False,
PEDU-0206,366,glm_5_2,PEDU-N019,5001065,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_019,False,False,humt_file_missing
PEDU-0207,265,gpt_5_6_sol,PEDU-N019,5001065,MathDial,underlying_concepts,,natural,0.0252416658401486,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_019,False,False,
PEDU-0208,355,claude_opus_4_8,PEDU-N020,2928165_103,Bridge,3.4D.Understanding Multiplication,,natural,0.0260788130760194,simple_system_prompt_v1,edu_nat_claude_opus_4_8_020,False,False,
PEDU-0209,147,glm_5_2,PEDU-N020,2928165_103,Bridge,3.4D.Understanding Multiplication,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_020,False,False,humt_file_missing
PEDU-0210,208,gpt_5_6_sol,PEDU-N020,2928165_103,Bridge,3.4D.Understanding Multiplication,,natural,0.027833786010742,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_020,False,False,
PEDU-0211,327,claude_opus_4_8,PEDU-N021,3983473_16,Bridge,3.1G.Shapes and Area,,natural,0.0470189952850343,simple_system_prompt_v1,edu_nat_claude_opus_4_8_021,False,False,
PEDU-0212,111,glm_5_2,PEDU-N021,3983473_16,Bridge,3.1G.Shapes and Area,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_021,False,False,humt_file_missing
PEDU-0213,376,gpt_5_6_sol,PEDU-N021,3983473_16,Bridge,3.1G.Shapes and Area,,natural,-0.0144248437881477,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_021,False,False,
PEDU-0214,109,claude_opus_4_8,PEDU-N022,5000143,MathDial,solution_steps,,natural,0.0360226678848265,simple_system_prompt_v1,edu_nat_claude_opus_4_8_022,False,False,
PEDU-0215,156,glm_5_2,PEDU-N022,5000143,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_022,False,False,humt_file_missing
PEDU-0216,218,gpt_5_6_sol,PEDU-N022,5000143,MathDial,solution_steps,,natural,0.040074188709259,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_022,False,False,
PEDU-0217,216,claude_opus_4_8,PEDU-N023,5000139,MathDial,relevant_vs_irrelevant_info,,natural,0.0357877302169793,simple_system_prompt_v1,edu_nat_claude_opus_4_8_023,False,False,
PEDU-0218,328,glm_5_2,PEDU-N023,5000139,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_023,False,False,humt_file_missing
PEDU-0219,396,gpt_5_6_sol,PEDU-N023,5000139,MathDial,relevant_vs_irrelevant_info,,natural,0.0078018474578858,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_023,False,False,
PEDU-0220,191,claude_opus_4_8,PEDU-N024,5000914,MathDial,solution_steps,,natural,0.015961685180664,simple_system_prompt_v1,edu_nat_claude_opus_4_8_024,False,False,
PEDU-0221,415,glm_5_2,PEDU-N024,5000914,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_024,False,False,humt_file_missing
PEDU-0222,346,gpt_5_6_sol,PEDU-N024,5000914,MathDial,solution_steps,,natural,0.0378411793708801,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_024,False,False,
PEDU-0223,388,claude_opus_4_8,PEDU-N025,6166109_24,Bridge,2.9A.Length Problems,,natural,0.0129611325263976,simple_system_prompt_v1,edu_nat_claude_opus_4_8_025,False,False,
PEDU-0224,241,glm_5_2,PEDU-N025,6166109_24,Bridge,2.9A.Length Problems,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_025,False,False,humt_file_missing
PEDU-0225,377,gpt_5_6_sol,PEDU-N025,6166109_24,Bridge,2.9A.Length Problems,,natural,0.0168257617950446,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_025,False,False,
PEDU-0226,76,claude_opus_4_8,PEDU-N026,5000279,MathDial,solution_steps,,natural,0.0250766229629517,simple_system_prompt_v1,edu_nat_claude_opus_4_8_026,False,False,
PEDU-0227,313,glm_5_2,PEDU-N026,5000279,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_026,False,False,humt_file_missing
PEDU-0228,171,gpt_5_6_sol,PEDU-N026,5000279,MathDial,solution_steps,,natural,0.0230950474739075,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_026,False,False,
PEDU-0229,145,claude_opus_4_8,PEDU-N027,6000037,MathDial,number_ordering,,natural,0.0422303485870356,simple_system_prompt_v1,edu_nat_claude_opus_4_8_027,False,False,
PEDU-0230,445,glm_5_2,PEDU-N027,6000037,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_027,False,False,humt_file_missing
PEDU-0231,38,gpt_5_6_sol,PEDU-N027,6000037,MathDial,number_ordering,,natural,0.0305795574188234,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_027,False,False,
PEDU-0232,372,claude_opus_4_8,PEDU-N028,5000241,MathDial,solution_steps,,natural,0.0286256456375122,simple_system_prompt_v1,edu_nat_claude_opus_4_8_028,False,False,
PEDU-0233,121,glm_5_2,PEDU-N028,5000241,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_028,False,False,humt_file_missing
PEDU-0234,53,gpt_5_6_sol,PEDU-N028,5000241,MathDial,solution_steps,,natural,0.0226131820678707,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_028,False,False,
PEDU-0235,186,claude_opus_4_8,PEDU-N029,5001127,MathDial,underlying_concepts,,natural,0.0157423400878906,simple_system_prompt_v1,edu_nat_claude_opus_4_8_029,False,False,
PEDU-0236,2,glm_5_2,PEDU-N029,5001127,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_029,False,False,humt_file_missing
PEDU-0237,363,gpt_5_6_sol,PEDU-N029,5001127,MathDial,underlying_concepts,,natural,0.0287405252456665,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_029,False,False,
PEDU-0238,81,claude_opus_4_8,PEDU-N030,5000390,MathDial,relevant_vs_irrelevant_info,,natural,0.028491168022156,simple_system_prompt_v1,edu_nat_claude_opus_4_8_030,False,False,
PEDU-0239,364,glm_5_2,PEDU-N030,5000390,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_030,False,False,humt_file_missing
PEDU-0240,86,gpt_5_6_sol,PEDU-N030,5000390,MathDial,relevant_vs_irrelevant_info,,natural,0.0118810844421388,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_030,False,False,
PEDU-0241,180,claude_opus_4_8,PEDU-N031,5000928,MathDial,number_ordering,,natural,0.0541951274871825,simple_system_prompt_v1,edu_nat_claude_opus_4_8_031,False,False,
PEDU-0242,123,glm_5_2,PEDU-N031,5000928,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_031,False,False,humt_file_missing
PEDU-0243,18,gpt_5_6_sol,PEDU-N031,5000928,MathDial,number_ordering,,natural,0.0282086277008062,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_031,False,False,
PEDU-0244,310,claude_opus_4_8,PEDU-N032,2949335_49,Bridge,4.2A.Place Value (Review) - 1,,natural,0.0604514455795288,simple_system_prompt_v1,edu_nat_claude_opus_4_8_032,False,False,
PEDU-0245,165,glm_5_2,PEDU-N032,2949335_49,Bridge,4.2A.Place Value (Review) - 1,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_032,False,False,humt_file_missing
PEDU-0246,214,gpt_5_6_sol,PEDU-N032,2949335_49,Bridge,4.2A.Place Value (Review) - 1,,natural,-0.014156246185303,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_032,False,False,
PEDU-0247,69,claude_opus_4_8,PEDU-N033,5000232,MathDial,relevant_vs_irrelevant_info,,natural,0.0378253889083861,simple_system_prompt_v1,edu_nat_claude_opus_4_8_033,False,False,
PEDU-0248,239,glm_5_2,PEDU-N033,5000232,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_033,False,False,humt_file_missing
PEDU-0249,179,gpt_5_6_sol,PEDU-N033,5000232,MathDial,relevant_vs_irrelevant_info,,natural,0.0581045007705682,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_033,False,False,
PEDU-0250,122,claude_opus_4_8,PEDU-N034,2900642_15,Bridge,3.4B.Rounding Whole Numbers,,natural,0.0192609858512877,simple_system_prompt_v1,edu_nat_claude_opus_4_8_034,False,False,
PEDU-0251,284,glm_5_2,PEDU-N034,2900642_15,Bridge,3.4B.Rounding Whole Numbers,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_034,False,False,humt_file_missing
PEDU-0252,23,gpt_5_6_sol,PEDU-N034,2900642_15,Bridge,3.4B.Rounding Whole Numbers,,natural,-0.0127623987197873,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_034,False,False,
PEDU-0253,11,claude_opus_4_8,PEDU-N035,2928271_69,Bridge,4.2C.Multiplicative Comparisons,,natural,0.0129549074172974,simple_system_prompt_v1,edu_nat_claude_opus_4_8_035,False,False,
PEDU-0254,349,glm_5_2,PEDU-N035,2928271_69,Bridge,4.2C.Multiplicative Comparisons,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_035,False,False,humt_file_missing
PEDU-0255,51,gpt_5_6_sol,PEDU-N035,2928271_69,Bridge,4.2C.Multiplicative Comparisons,,natural,0.00334992647171,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_035,False,False,
PEDU-0256,124,claude_opus_4_8,PEDU-N036,5000385,MathDial,underlying_concepts,,natural,0.0390701007843015,simple_system_prompt_v1,edu_nat_claude_opus_4_8_036,False,False,
PEDU-0257,77,glm_5_2,PEDU-N036,5000385,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_036,False,False,humt_file_missing
PEDU-0258,68,gpt_5_6_sol,PEDU-N036,5000385,MathDial,underlying_concepts,,natural,0.0566170811653132,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_036,False,False,
PEDU-0259,315,claude_opus_4_8,PEDU-N037,4111720_63,Bridge,3.5D.Unknown Numbers in Division,,natural,0.0069800472259524,simple_system_prompt_v1,edu_nat_claude_opus_4_8_037,False,False,
PEDU-0260,160,glm_5_2,PEDU-N037,4111720_63,Bridge,3.5D.Unknown Numbers in Division,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_037,False,False,humt_file_missing
PEDU-0261,168,gpt_5_6_sol,PEDU-N037,4111720_63,Bridge,3.5D.Unknown Numbers in Division,,natural,0.0429341506958014,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_037,False,False,
PEDU-0262,59,claude_opus_4_8,PEDU-N038,5000666,MathDial,number_ordering,,natural,0.0375781273841857,simple_system_prompt_v1,edu_nat_claude_opus_4_8_038,False,False,
PEDU-0263,394,glm_5_2,PEDU-N038,5000666,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_038,False,False,humt_file_missing
PEDU-0264,307,gpt_5_6_sol,PEDU-N038,5000666,MathDial,number_ordering,,natural,0.0425363159179683,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_038,False,False,
PEDU-0265,7,claude_opus_4_8,PEDU-N039,2989421_38,Bridge,3.4B.Rounding Whole Numbers (Review) - 1,,natural,0.0147615718841551,simple_system_prompt_v1,edu_nat_claude_opus_4_8_039,False,False,
PEDU-0266,335,glm_5_2,PEDU-N039,2989421_38,Bridge,3.4B.Rounding Whole Numbers (Review) - 1,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_039,False,False,humt_file_missing
PEDU-0267,341,gpt_5_6_sol,PEDU-N039,2989421_38,Bridge,3.4B.Rounding Whole Numbers (Review) - 1,,natural,0.0146130704879761,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_039,False,False,
PEDU-0268,440,claude_opus_4_8,PEDU-N040,2928562_34,Bridge,8.5G.Intro to Functions,,natural,0.0315398097038266,simple_system_prompt_v1,edu_nat_claude_opus_4_8_040,False,False,
PEDU-0269,102,glm_5_2,PEDU-N040,2928562_34,Bridge,8.5G.Intro to Functions,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_040,False,False,humt_file_missing
PEDU-0270,354,gpt_5_6_sol,PEDU-N040,2928562_34,Bridge,8.5G.Intro to Functions,,natural,-0.0015000557899469,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_040,False,False,
PEDU-0271,446,claude_opus_4_8,PEDU-N041,4293213_83,Bridge,4.7A.Measuring Angles,,natural,0.0338272285461425,simple_system_prompt_v1,edu_nat_claude_opus_4_8_041,False,False,
PEDU-0272,286,glm_5_2,PEDU-N041,4293213_83,Bridge,4.7A.Measuring Angles,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_041,False,False,humt_file_missing
PEDU-0273,442,gpt_5_6_sol,PEDU-N041,4293213_83,Bridge,4.7A.Measuring Angles,,natural,0.0253398084640501,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_041,False,False,
PEDU-0274,3,claude_opus_4_8,PEDU-N042,5000149,MathDial,relevant_vs_irrelevant_info,,natural,0.054666652679443,simple_system_prompt_v1,edu_nat_claude_opus_4_8_042,False,False,
PEDU-0275,127,glm_5_2,PEDU-N042,5000149,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_042,False,False,humt_file_missing
PEDU-0276,79,gpt_5_6_sol,PEDU-N042,5000149,MathDial,relevant_vs_irrelevant_info,,natural,0.0477854847908014,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_042,False,False,
PEDU-0277,200,claude_opus_4_8,PEDU-N043,5000830,MathDial,number_ordering,,natural,0.0388214254379271,simple_system_prompt_v1,edu_nat_claude_opus_4_8_043,False,False,
PEDU-0278,229,glm_5_2,PEDU-N043,5000830,MathDial,number_ordering,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_043,False,False,humt_file_missing
PEDU-0279,66,gpt_5_6_sol,PEDU-N043,5000830,MathDial,number_ordering,,natural,0.0121597361564638,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_043,False,False,
PEDU-0280,112,claude_opus_4_8,PEDU-N044,5000685,MathDial,relevant_vs_irrelevant_info,,natural,0.0293177032470701,simple_system_prompt_v1,edu_nat_claude_opus_4_8_044,False,False,
PEDU-0281,134,glm_5_2,PEDU-N044,5000685,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_044,False,False,humt_file_missing
PEDU-0282,391,gpt_5_6_sol,PEDU-N044,5000685,MathDial,relevant_vs_irrelevant_info,,natural,0.0413111639022827,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_044,False,False,
PEDU-0283,57,claude_opus_4_8,PEDU-N045,2950026_38,Bridge,5.3B.Word Problems with Standard Measurement,,natural,0.0236598730087278,simple_system_prompt_v1,edu_nat_claude_opus_4_8_045,False,False,
PEDU-0284,258,glm_5_2,PEDU-N045,2950026_38,Bridge,5.3B.Word Problems with Standard Measurement,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_045,False,False,humt_file_missing
PEDU-0285,257,gpt_5_6_sol,PEDU-N045,2950026_38,Bridge,5.3B.Word Problems with Standard Measurement,,natural,0.0287959384918208,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_045,False,False,
