domain,annotation_item_id,prompt_id,fold_repeat0
education,PEDU-0024,EDU-P001,0
education,PEDU-0025,EDU-P136,3
education,PEDU-0026,EDU-P136,3
education,PEDU-0027,EDU-P136,3
education,PEDU-0028,EDU-P060,0
education,PEDU-0029,EDU-P060,0
education,PEDU-0030,EDU-P060,0
education,PEDU-0031,EDU-P130,3
education,PEDU-0032,EDU-P130,3
education,PEDU-0033,EDU-P130,3
education,PEDU-0034,EDU-P139,3
education,PEDU-0035,EDU-P139,3
education,PEDU-0036,EDU-P139,3
education,PEDU-0037,EDU-P124,0
education,PEDU-0038,EDU-P124,0
education,PEDU-0039,EDU-P124,0
education,PEDU-0040,EDU-P052,1
education,PEDU-0041,EDU-P052,1
education,PEDU-0042,EDU-P052,1
education,PEDU-0043,EDU-P125,0
education,PEDU-0044,EDU-P125,0
education,PEDU-0045,EDU-P125,0
education,PEDU-0046,EDU-P005,0
education,PEDU-0047,EDU-P005,0
education,PEDU-0048,EDU-P005,0
education,PEDU-0049,EDU-P065,4
education,PEDU-0050,EDU-P065,4
education,PEDU-0051,EDU-P065,4
education,PEDU-0052,EDU-P132,1
education,PEDU-0053,EDU-P132,1
education,PEDU-0054,EDU-P132,1
education,PEDU-0055,EDU-P067,2
education,PEDU-0056,EDU-P067,2
education,PEDU-0057,EDU-P067,2
education,PEDU-0058,EDU-P135,1
education,PEDU-0059,EDU-P135,1
education,PEDU-0060,EDU-P135,1
education,PEDU-0061,EDU-P054,2
education,PEDU-0062,EDU-P054,2
education,PEDU-0063,EDU-P054,2
education,PEDU-0064,EDU-P117,0
education,PEDU-0065,EDU-P117,0
education,PEDU-0066,EDU-P117,0
education,PEDU-0067,EDU-P115,3
education,PEDU-0068,EDU-P115,3
education,PEDU-0069,EDU-P115,3
education,PEDU-0073,EDU-P056,2
education,PEDU-0074,EDU-P056,2
education,PEDU-0075,EDU-P056,2
education,PEDU-0076,EDU-P058,3
education,PEDU-0077,EDU-P058,3
education,PEDU-0078,EDU-P058,3
education,PEDU-0079,EDU-P126,4
education,PEDU-0080,EDU-P126,4
education,PEDU-0081,EDU-P126,4
education,PEDU-0082,EDU-P114,4
education,PEDU-0083,EDU-P114,4
education,PEDU-0084,EDU-P114,4
education,PEDU-0085,EDU-P137,4
education,PEDU-0086,EDU-P137,4
education,PEDU-0087,EDU-P137,4
education,PEDU-0088,EDU-P123,2
education,PEDU-0089,EDU-P123,2
education,PEDU-0090,EDU-P123,2
education,PEDU-0091,EDU-P062,3
education,PEDU-0092,EDU-P062,3
education,PEDU-0093,EDU-P062,3
education,PEDU-0094,EDU-P131,2
education,PEDU-0095,EDU-P131,2
education,PEDU-0096,EDU-P131,2
education,PEDU-0097,EDU-P119,0
education,PEDU-0098,EDU-P119,0
education,PEDU-0099,EDU-P119,0
education,PEDU-0100,EDU-P133,1
education,PEDU-0101,EDU-P133,1
education,PEDU-0102,EDU-P133,1
education,PEDU-0103,EDU-P057,1
education,PEDU-0104,EDU-P057,1
education,PEDU-0105,EDU-P057,1
education,PEDU-0106,EDU-P116,3
education,PEDU-0107,EDU-P116,3
education,PEDU-0108,EDU-P116,3
education,PEDU-0109,EDU-P134,4
education,PEDU-0110,EDU-P134,4
education,PEDU-0111,EDU-P134,4
education,PEDU-0112,EDU-P003,0
education,PEDU-0113,EDU-P003,0
education,PEDU-0114,EDU-P003,0
education,PEDU-0115,EDU-P068,4
education,PEDU-0116,EDU-P068,4
education,PEDU-0117,EDU-P068,4
education,PEDU-0118,EDU-P055,4
education,PEDU-0119,EDU-P055,4
education,PEDU-0120,EDU-P055,4
education,PEDU-0121,EDU-P121,1
education,PEDU-0122,EDU-P121,1
education,PEDU-0123,EDU-P121,1
education,PEDU-0124,EDU-P128,2
education,PEDU-0125,EDU-P128,2
education,PEDU-0126,EDU-P128,2
education,PEDU-0127,EDU-P061,3
education,PEDU-0128,EDU-P061,3
education,PEDU-0129,EDU-P061,3
education,PEDU-0130,EDU-P129,4
education,PEDU-0131,EDU-P129,4
education,PEDU-0132,EDU-P129,4
education,PEDU-0133,EDU-P051,1
education,PEDU-0134,EDU-P051,1
education,PEDU-0135,EDU-P051,1
education,PEDU-0136,EDU-P120,2
education,PEDU-0137,EDU-P120,2
education,PEDU-0138,EDU-P120,2
education,PEDU-0139,EDU-P118,1
education,PEDU-0140,EDU-P118,1
education,PEDU-0141,EDU-P118,1
education,PEDU-0142,EDU-P059,4
education,PEDU-0143,EDU-P059,4
education,PEDU-0144,EDU-P059,4
education,PEDU-0145,EDU-P127,3
education,PEDU-0146,EDU-P127,3
education,PEDU-0147,EDU-P127,3
education,PEDU-0148,EDU-P002,3
education,PEDU-0149,EDU-P002,3
education,PEDU-0150,EDU-P002,3
education,PEDU-0151,EDU-P075,4
education,PEDU-0152,EDU-P075,4
education,PEDU-0153,EDU-P075,4
education,PEDU-0154,EDU-P038,0
education,PEDU-0155,EDU-P038,0
education,PEDU-0156,EDU-P038,0
education,PEDU-0157,EDU-P102,1
education,PEDU-0158,EDU-P102,1
education,PEDU-0159,EDU-P102,1
education,PEDU-0160,EDU-P090,0
education,PEDU-0161,EDU-P090,0
education,PEDU-0162,EDU-P090,0
education,PEDU-0163,EDU-P083,0
education,PEDU-0164,EDU-P083,0
education,PEDU-0165,EDU-P083,0
education,PEDU-0166,EDU-P093,1
education,PEDU-0167,EDU-P093,1
education,PEDU-0168,EDU-P093,1
education,PEDU-0169,EDU-P017,3
education,PEDU-0170,EDU-P017,3
education,PEDU-0171,EDU-P017,3
education,PEDU-0172,EDU-P007,4
education,PEDU-0173,EDU-P007,4
education,PEDU-0174,EDU-P007,4
education,PEDU-0175,EDU-P028,1
education,PEDU-0176,EDU-P028,1
education,PEDU-0177,EDU-P028,1
education,PEDU-0178,EDU-P023,4
education,PEDU-0179,EDU-P023,4
education,PEDU-0180,EDU-P023,4
education,PEDU-0181,EDU-P089,1
education,PEDU-0182,EDU-P089,1
education,PEDU-0183,EDU-P089,1
education,PEDU-0184,EDU-P101,1
education,PEDU-0185,EDU-P101,1
education,PEDU-0186,EDU-P101,1
education,PEDU-0187,EDU-P095,3
education,PEDU-0188,EDU-P095,3
education,PEDU-0189,EDU-P095,3
education,PEDU-0190,EDU-P112,1
education,PEDU-0191,EDU-P112,1
education,PEDU-0192,EDU-P112,1
education,PEDU-0193,EDU-P013,1
education,PEDU-0194,EDU-P013,1
education,PEDU-0195,EDU-P013,1
education,PEDU-0196,EDU-P070,2
education,PEDU-0197,EDU-P070,2
education,PEDU-0198,EDU-P070,2
education,PEDU-0199,EDU-P016,3
education,PEDU-0200,EDU-P016,3
education,PEDU-0201,EDU-P016,3
education,PEDU-0202,EDU-P094,1
education,PEDU-0203,EDU-P094,1
education,PEDU-0204,EDU-P094,1
education,PEDU-0205,EDU-P029,0
education,PEDU-0206,EDU-P029,0
education,PEDU-0207,EDU-P029,0
education,PEDU-0208,EDU-P080,0
education,PEDU-0209,EDU-P080,0
education,PEDU-0210,EDU-P080,0
education,PEDU-0211,EDU-P073,0
education,PEDU-0212,EDU-P073,0
education,PEDU-0213,EDU-P073,0
education,PEDU-0214,EDU-P050,4
education,PEDU-0215,EDU-P050,4
education,PEDU-0216,EDU-P050,4
education,PEDU-0217,EDU-P008,2
education,PEDU-0218,EDU-P008,2
education,PEDU-0219,EDU-P008,2
education,PEDU-0220,EDU-P043,2
education,PEDU-0221,EDU-P043,2
education,PEDU-0222,EDU-P043,2
education,PEDU-0223,EDU-P071,1
education,PEDU-0224,EDU-P071,1
education,PEDU-0225,EDU-P071,1
education,PEDU-0226,EDU-P006,2
education,PEDU-0227,EDU-P006,2
education,PEDU-0228,EDU-P006,2
education,PEDU-0229,EDU-P045,3
education,PEDU-0230,EDU-P045,3
education,PEDU-0231,EDU-P045,3
education,PEDU-0232,EDU-P021,0
education,PEDU-0233,EDU-P021,0
education,PEDU-0234,EDU-P021,0
education,PEDU-0235,EDU-P036,4
education,PEDU-0236,EDU-P036,4
education,PEDU-0237,EDU-P036,4
education,PEDU-0238,EDU-P009,1
education,PEDU-0239,EDU-P009,1
education,PEDU-0240,EDU-P009,1
education,PEDU-0241,EDU-P018,2
education,PEDU-0242,EDU-P018,2
education,PEDU-0243,EDU-P018,2
education,PEDU-0244,EDU-P086,2
education,PEDU-0245,EDU-P086,2
education,PEDU-0246,EDU-P086,2
education,PEDU-0247,EDU-P026,0
education,PEDU-0248,EDU-P026,0
education,PEDU-0249,EDU-P026,0
education,PEDU-0250,EDU-P079,2
education,PEDU-0251,EDU-P079,2
education,PEDU-0252,EDU-P079,2
education,PEDU-0253,EDU-P088,3
education,PEDU-0254,EDU-P088,3
education,PEDU-0255,EDU-P088,3
education,PEDU-0256,EDU-P040,2
education,PEDU-0257,EDU-P040,2
education,PEDU-0258,EDU-P040,2
education,PEDU-0259,EDU-P082,0
education,PEDU-0260,EDU-P082,0
education,PEDU-0261,EDU-P082,0
education,PEDU-0262,EDU-P019,1
education,PEDU-0263,EDU-P019,1
education,PEDU-0264,EDU-P019,1
education,PEDU-0265,EDU-P078,4
education,PEDU-0266,EDU-P078,4
education,PEDU-0267,EDU-P078,4
education,PEDU-0268,EDU-P113,3
education,PEDU-0269,EDU-P113,3
education,PEDU-0270,EDU-P113,3
education,PEDU-0271,EDU-P098,4
education,PEDU-0272,EDU-P098,4
education,PEDU-0273,EDU-P098,4
education,PEDU-0274,EDU-P048,4
education,PEDU-0275,EDU-P048,4
education,PEDU-0276,EDU-P048,4
education,PEDU-0277,EDU-P027,2
education,PEDU-0278,EDU-P027,2
education,PEDU-0279,EDU-P027,2
education,PEDU-0280,EDU-P046,2
education,PEDU-0281,EDU-P046,2
education,PEDU-0282,EDU-P046,2
education,PEDU-0283,EDU-P105,0
education,PEDU-0284,EDU-P105,0
education,PEDU-0285,EDU-P105,0
education,PEDU-0286,EDU-P100,4
education,PEDU-0287,EDU-P100,4
education,PEDU-0288,EDU-P100,4
education,PEDU-0289,EDU-P092,1
education,PEDU-0290,EDU-P092,1
education,PEDU-0291,EDU-P092,1
education,PEDU-0292,EDU-P025,0
education,PEDU-0293,EDU-P025,0
education,PEDU-0294,EDU-P025,0
education,PEDU-0295,EDU-P096,0
education,PEDU-0296,EDU-P096,0
education,PEDU-0297,EDU-P096,0
education,PEDU-0298,EDU-P085,3
education,PEDU-0299,EDU-P085,3
education,PEDU-0300,EDU-P085,3
education,PEDU-0301,EDU-P099,2
education,PEDU-0302,EDU-P099,2
education,PEDU-0303,EDU-P099,2
education,PEDU-0304,EDU-P044,3
education,PEDU-0305,EDU-P044,3
education,PEDU-0306,EDU-P044,3
education,PEDU-0307,EDU-P077,2
education,PEDU-0308,EDU-P077,2
education,PEDU-0309,EDU-P077,2
education,PEDU-0310,EDU-P047,1
education,PEDU-0311,EDU-P047,1
education,PEDU-0312,EDU-P047,1
education,PEDU-0313,EDU-P074,2
education,PEDU-0314,EDU-P074,2
education,PEDU-0315,EDU-P074,2
education,PEDU-0316,EDU-P015,4
education,PEDU-0317,EDU-P015,4
education,PEDU-0318,EDU-P015,4
education,PEDU-0319,EDU-P022,1
education,PEDU-0320,EDU-P022,1
education,PEDU-0321,EDU-P022,1
education,PEDU-0322,EDU-P107,2
education,PEDU-0323,EDU-P107,2
education,PEDU-0324,EDU-P107,2
education,PEDU-0325,EDU-P039,1
education,PEDU-0326,EDU-P039,1
education,PEDU-0327,EDU-P039,1
education,PEDU-0328,EDU-P106,1
education,PEDU-0329,EDU-P106,1
education,PEDU-0330,EDU-P106,1
education,PEDU-0331,EDU-P087,0
education,PEDU-0332,EDU-P087,0
education,PEDU-0333,EDU-P087,0
education,PEDU-0334,EDU-P014,0
education,PEDU-0335,EDU-P014,0
education,PEDU-0336,EDU-P014,0
education,PEDU-0337,EDU-P081,2
education,PEDU-0338,EDU-P081,2
education,PEDU-0339,EDU-P081,2
education,PEDU-0340,EDU-P072,0
education,PEDU-0341,EDU-P072,0
education,PEDU-0342,EDU-P072,0
education,PEDU-0343,EDU-P069,0
education,PEDU-0344,EDU-P069,0
education,PEDU-0345,EDU-P069,0
education,PEDU-0346,EDU-P010,3
education,PEDU-0347,EDU-P010,3
education,PEDU-0348,EDU-P010,3
education,PEDU-0349,EDU-P109,3
education,PEDU-0350,EDU-P109,3
education,PEDU-0351,EDU-P109,3
education,PEDU-0352,EDU-P103,4
education,PEDU-0353,EDU-P103,4
education,PEDU-0354,EDU-P103,4
education,PEDU-0355,EDU-P035,4
education,PEDU-0356,EDU-P035,4
education,PEDU-0357,EDU-P035,4
education,PEDU-0358,EDU-P037,4
education,PEDU-0359,EDU-P037,4
education,PEDU-0360,EDU-P037,4
education,PEDU-0361,EDU-P091,1
education,PEDU-0362,EDU-P091,1
education,PEDU-0363,EDU-P091,1
education,PEDU-0364,EDU-P032,3
education,PEDU-0365,EDU-P032,3
education,PEDU-0366,EDU-P032,3
education,PEDU-0367,EDU-P110,3
education,PEDU-0368,EDU-P110,3
education,PEDU-0369,EDU-P110,3
education,PEDU-0370,EDU-P108,3
education,PEDU-0371,EDU-P108,3
education,PEDU-0372,EDU-P108,3
education,PEDU-0373,EDU-P076,0
education,PEDU-0374,EDU-P076,0
education,PEDU-0375,EDU-P076,0
education,PEDU-0376,EDU-P111,4
education,PEDU-0377,EDU-P111,4
education,PEDU-0378,EDU-P111,4
education,PEDU-0379,EDU-P084,3
education,PEDU-0380,EDU-P084,3
education,PEDU-0381,EDU-P084,3
education,PEDU-0382,EDU-P104,1
education,PEDU-0383,EDU-P104,1
education,PEDU-0384,EDU-P104,1
education,PEDU-0385,EDU-P024,3
education,PEDU-0386,EDU-P024,3
education,PEDU-0387,EDU-P024,3
education,PEDU-0388,EDU-P030,2
education,PEDU-0389,EDU-P030,2
education,PEDU-0390,EDU-P030,2
education,PEDU-0391,EDU-P041,2
education,PEDU-0392,EDU-P041,2
education,PEDU-0393,EDU-P041,2
education,PEDU-0394,EDU-P031,4
education,PEDU-0395,EDU-P031,4
education,PEDU-0396,EDU-P031,4
education,PEDU-0397,EDU-P012,4
education,PEDU-0398,EDU-P012,4
education,PEDU-0399,EDU-P012,4
education,PEDU-0400,EDU-P034,0
education,PEDU-0401,EDU-P034,0
education,PEDU-0402,EDU-P034,0
education,PEDU-0403,EDU-P049,3
education,PEDU-0404,EDU-P049,3
education,PEDU-0405,EDU-P049,3
education,PEDU-0406,EDU-P011,2
education,PEDU-0407,EDU-P011,2
education,PEDU-0408,EDU-P011,2
education,PEDU-0409,EDU-P097,1
education,PEDU-0410,EDU-P097,1
education,PEDU-0411,EDU-P097,1
education,PEDU-0412,EDU-P033,3
education,PEDU-0413,EDU-P033,3
education,PEDU-0414,EDU-P033,3
education,PEDU-0415,EDU-P020,4
education,PEDU-0416,EDU-P020,4
education,PEDU-0417,EDU-P020,4
education,PEDU-0418,EDU-P042,4
health,PHLT-0001,HLT-P102,1
health,PHLT-0002,HLT-P102,1
health,PHLT-0003,HLT-P102,1
health,PHLT-0004,HLT-P052,1
health,PHLT-0005,HLT-P052,1
health,PHLT-0006,HLT-P052,1
health,PHLT-0007,HLT-P019,1
health,PHLT-0008,HLT-P019,1
health,PHLT-0009,HLT-P019,1
health,PHLT-0010,HLT-P135,4
health,PHLT-0011,HLT-P135,4
health,PHLT-0012,HLT-P135,4
health,PHLT-0013,HLT-P098,4
health,PHLT-0014,HLT-P098,4
health,PHLT-0015,HLT-P098,4
health,PHLT-0016,HLT-P002,3
health,PHLT-0017,HLT-P002,3
health,PHLT-0018,HLT-P002,3
health,PHLT-0019,HLT-P012,4
health,PHLT-0020,HLT-P012,4
health,PHLT-0021,HLT-P012,4
health,PHLT-0022,HLT-P018,2
health,PHLT-0023,HLT-P018,2
health,PHLT-0024,HLT-P018,2
health,PHLT-0025,HLT-P050,4
health,PHLT-0026,HLT-P050,4
health,PHLT-0027,HLT-P050,4
health,PHLT-0028,HLT-P116,3
health,PHLT-0029,HLT-P116,3
health,PHLT-0030,HLT-P116,3
health,PHLT-0031,HLT-P029,0
health,PHLT-0032,HLT-P029,0
health,PHLT-0033,HLT-P029,0
health,PHLT-0034,HLT-P017,3
health,PHLT-0035,HLT-P017,3
health,PHLT-0036,HLT-P017,3
health,PHLT-0037,HLT-P026,0
health,PHLT-0038,HLT-P026,0
health,PHLT-0039,HLT-P026,0
health,PHLT-0040,HLT-P053,1
health,PHLT-0041,HLT-P053,1
health,PHLT-0042,HLT-P053,1
health,PHLT-0043,HLT-P106,1
health,PHLT-0044,HLT-P106,1
health,PHLT-0045,HLT-P106,1
health,PHLT-0046,HLT-P122,1
health,PHLT-0047,HLT-P122,1
health,PHLT-0048,HLT-P122,1
health,PHLT-0049,HLT-P036,4
health,PHLT-0050,HLT-P036,4
health,PHLT-0051,HLT-P036,4
health,PHLT-0052,HLT-P133,1
health,PHLT-0053,HLT-P133,1
health,PHLT-0054,HLT-P133,1
health,PHLT-0055,HLT-P004,0
health,PHLT-0056,HLT-P004,0
health,PHLT-0057,HLT-P004,0
health,PHLT-0058,HLT-P108,0
health,PHLT-0059,HLT-P108,0
health,PHLT-0060,HLT-P108,0
health,PHLT-0061,HLT-P097,0
health,PHLT-0062,HLT-P097,0
health,PHLT-0063,HLT-P097,0
health,PHLT-0064,HLT-P078,4
health,PHLT-0065,HLT-P078,4
health,PHLT-0066,HLT-P078,4
health,PHLT-0067,HLT-P057,0
health,PHLT-0068,HLT-P057,0
health,PHLT-0069,HLT-P057,0
health,PHLT-0070,HLT-P065,4
health,PHLT-0071,HLT-P065,4
health,PHLT-0072,HLT-P065,4
health,PHLT-0073,HLT-P093,0
health,PHLT-0074,HLT-P093,0
health,PHLT-0075,HLT-P093,0
health,PHLT-0076,HLT-P056,2
health,PHLT-0077,HLT-P056,2
health,PHLT-0078,HLT-P056,2
health,PHLT-0079,HLT-P031,4
health,PHLT-0080,HLT-P031,4
health,PHLT-0081,HLT-P031,4
health,PHLT-0082,HLT-P118,0
health,PHLT-0083,HLT-P118,0
health,PHLT-0084,HLT-P118,0
health,PHLT-0085,HLT-P006,0
health,PHLT-0086,HLT-P006,0
health,PHLT-0087,HLT-P006,0
health,PHLT-0088,HLT-P011,2
health,PHLT-0089,HLT-P011,2
health,PHLT-0090,HLT-P011,2
health,PHLT-0091,HLT-P060,2
health,PHLT-0092,HLT-P060,2
health,PHLT-0093,HLT-P060,2
health,PHLT-0094,HLT-P107,1
health,PHLT-0095,HLT-P107,1
health,PHLT-0096,HLT-P107,1
health,PHLT-0097,HLT-P112,1
health,PHLT-0098,HLT-P112,1
health,PHLT-0099,HLT-P112,1
health,PHLT-0100,HLT-P121,2
health,PHLT-0101,HLT-P121,2
health,PHLT-0102,HLT-P121,2
health,PHLT-0103,HLT-P040,2
health,PHLT-0104,HLT-P040,2
health,PHLT-0105,HLT-P040,2
health,PHLT-0106,HLT-P117,3
health,PHLT-0107,HLT-P117,3
health,PHLT-0108,HLT-P117,3
health,PHLT-0109,HLT-P047,0
health,PHLT-0110,HLT-P047,0
health,PHLT-0111,HLT-P047,0
health,PHLT-0112,HLT-P088,0
health,PHLT-0113,HLT-P088,0
health,PHLT-0114,HLT-P088,0
health,PHLT-0115,HLT-P104,0
health,PHLT-0116,HLT-P104,0
health,PHLT-0117,HLT-P104,0
health,PHLT-0118,HLT-P037,4
health,PHLT-0119,HLT-P037,4
health,PHLT-0120,HLT-P037,4
health,PHLT-0121,HLT-P038,0
health,PHLT-0122,HLT-P038,0
health,PHLT-0123,HLT-P038,0
health,PHLT-0124,HLT-P014,0
health,PHLT-0125,HLT-P014,0
health,PHLT-0126,HLT-P014,0
health,PHLT-0127,HLT-P008,2
health,PHLT-0128,HLT-P008,2
health,PHLT-0129,HLT-P008,2
health,PHLT-0130,HLT-P123,1
health,PHLT-0131,HLT-P123,1
health,PHLT-0132,HLT-P123,1
health,PHLT-0133,HLT-P109,3
health,PHLT-0134,HLT-P109,3
health,PHLT-0135,HLT-P109,3
health,PHLT-0136,HLT-P061,3
health,PHLT-0137,HLT-P061,3
health,PHLT-0138,HLT-P061,3
health,PHLT-0139,HLT-P005,0
health,PHLT-0140,HLT-P005,0
health,PHLT-0141,HLT-P005,0
health,PHLT-0142,HLT-P051,0
health,PHLT-0143,HLT-P051,0
health,PHLT-0144,HLT-P051,0
health,PHLT-0145,HLT-P120,2
health,PHLT-0146,HLT-P120,2
health,PHLT-0147,HLT-P120,2
health,PHLT-0148,HLT-P059,4
health,PHLT-0149,HLT-P059,4
health,PHLT-0150,HLT-P059,4
health,PHLT-0151,HLT-P042,4
health,PHLT-0152,HLT-P042,4
health,PHLT-0153,HLT-P042,4
health,PHLT-0154,HLT-P035,4
health,PHLT-0155,HLT-P035,4
health,PHLT-0156,HLT-P035,4
health,PHLT-0157,HLT-P080,2
health,PHLT-0158,HLT-P080,2
health,PHLT-0159,HLT-P080,2
health,PHLT-0160,HLT-P086,2
health,PHLT-0161,HLT-P086,2
health,PHLT-0162,HLT-P086,2
health,PHLT-0163,HLT-P028,1
health,PHLT-0164,HLT-P028,1
health,PHLT-0165,HLT-P028,1
health,PHLT-0166,HLT-P045,3
health,PHLT-0167,HLT-P045,3
health,PHLT-0168,HLT-P045,3
health,PHLT-0169,HLT-P136,2
health,PHLT-0170,HLT-P136,2
health,PHLT-0171,HLT-P136,2
health,PHLT-0172,HLT-P085,3
health,PHLT-0173,HLT-P085,3
health,PHLT-0174,HLT-P085,3
health,PHLT-0175,HLT-P069,1
health,PHLT-0176,HLT-P069,1
health,PHLT-0177,HLT-P069,1
health,PHLT-0178,HLT-P016,3
health,PHLT-0179,HLT-P016,3
health,PHLT-0180,HLT-P016,3
health,PHLT-0181,HLT-P025,0
health,PHLT-0182,HLT-P025,0
health,PHLT-0183,HLT-P025,0
health,PHLT-0184,HLT-P096,3
health,PHLT-0185,HLT-P096,3
health,PHLT-0187,HLT-P023,4
health,PHLT-0188,HLT-P023,4
health,PHLT-0189,HLT-P023,4
health,PHLT-0190,HLT-P103,4
health,PHLT-0191,HLT-P103,4
health,PHLT-0192,HLT-P103,4
health,PHLT-0196,HLT-P137,4
health,PHLT-0197,HLT-P137,4
health,PHLT-0198,HLT-P137,4
health,PHLT-0199,HLT-P100,4
health,PHLT-0200,HLT-P100,4
health,PHLT-0201,HLT-P100,4
health,PHLT-0202,HLT-P062,3
health,PHLT-0203,HLT-P062,3
health,PHLT-0204,HLT-P062,3
health,PHLT-0205,HLT-P125,0
health,PHLT-0206,HLT-P125,0
health,PHLT-0207,HLT-P125,0
health,PHLT-0208,HLT-P084,3
health,PHLT-0209,HLT-P084,3
health,PHLT-0210,HLT-P084,3
health,PHLT-0211,HLT-P043,2
health,PHLT-0212,HLT-P043,2
health,PHLT-0213,HLT-P043,2
health,PHLT-0217,HLT-P094,0
health,PHLT-0218,HLT-P094,0
health,PHLT-0219,HLT-P094,0
health,PHLT-0220,HLT-P134,2
health,PHLT-0221,HLT-P134,2
health,PHLT-0222,HLT-P134,2
health,PHLT-0223,HLT-P101,3
health,PHLT-0224,HLT-P101,3
health,PHLT-0225,HLT-P101,3
health,PHLT-0226,HLT-P070,3
health,PHLT-0227,HLT-P070,3
health,PHLT-0228,HLT-P070,3
health,PHLT-0229,HLT-P033,3
health,PHLT-0230,HLT-P033,3
health,PHLT-0231,HLT-P033,3
health,PHLT-0232,HLT-P071,1
health,PHLT-0233,HLT-P071,1
health,PHLT-0234,HLT-P071,1
health,PHLT-0235,HLT-P090,2
health,PHLT-0236,HLT-P090,2
health,PHLT-0237,HLT-P090,2
health,PHLT-0238,HLT-P001,0
health,PHLT-0239,HLT-P001,0
health,PHLT-0240,HLT-P001,0
health,PHLT-0241,HLT-P110,3
health,PHLT-0242,HLT-P110,3
health,PHLT-0243,HLT-P110,3
health,PHLT-0244,HLT-P095,0
health,PHLT-0245,HLT-P095,0
health,PHLT-0246,HLT-P095,0
health,PHLT-0247,HLT-P075,4
health,PHLT-0248,HLT-P075,4
health,PHLT-0250,HLT-P032,3
health,PHLT-0251,HLT-P032,3
health,PHLT-0252,HLT-P032,3
health,PHLT-0253,HLT-P140,3
health,PHLT-0254,HLT-P140,3
health,PHLT-0255,HLT-P140,3
health,PHLT-0259,HLT-P058,3
health,PHLT-0260,HLT-P058,3
health,PHLT-0261,HLT-P058,3
health,PHLT-0262,HLT-P010,3
health,PHLT-0263,HLT-P010,3
health,PHLT-0264,HLT-P010,3
health,PHLT-0265,HLT-P131,4
health,PHLT-0266,HLT-P131,4
health,PHLT-0267,HLT-P131,4
health,PHLT-0271,HLT-P064,2
health,PHLT-0272,HLT-P064,2
health,PHLT-0273,HLT-P064,2
health,PHLT-0274,HLT-P024,3
health,PHLT-0275,HLT-P024,3
health,PHLT-0276,HLT-P024,3
health,PHLT-0277,HLT-P013,1
health,PHLT-0278,HLT-P013,1
health,PHLT-0279,HLT-P013,1
health,PHLT-0280,HLT-P003,0
health,PHLT-0281,HLT-P003,0
health,PHLT-0282,HLT-P003,0
health,PHLT-0283,HLT-P041,2
health,PHLT-0284,HLT-P041,2
health,PHLT-0285,HLT-P041,2
health,PHLT-0286,HLT-P114,4
health,PHLT-0287,HLT-P114,4
health,PHLT-0288,HLT-P114,4
health,PHLT-0289,HLT-P055,4
health,PHLT-0290,HLT-P055,4
health,PHLT-0291,HLT-P055,4
health,PHLT-0298,HLT-P072,1
health,PHLT-0299,HLT-P072,1
health,PHLT-0300,HLT-P072,1
health,PHLT-0301,HLT-P022,1
health,PHLT-0302,HLT-P022,1
health,PHLT-0303,HLT-P022,1
health,PHLT-0304,HLT-P087,2
health,PHLT-0305,HLT-P087,2
health,PHLT-0306,HLT-P087,2
health,PHLT-0307,HLT-P077,2
health,PHLT-0308,HLT-P077,2
health,PHLT-0309,HLT-P077,2
health,PHLT-0310,HLT-P124,2
health,PHLT-0311,HLT-P124,2
health,PHLT-0312,HLT-P124,2
health,PHLT-0313,HLT-P049,3
health,PHLT-0314,HLT-P049,3
health,PHLT-0315,HLT-P049,3
health,PHLT-0316,HLT-P034,0
health,PHLT-0317,HLT-P034,0
health,PHLT-0318,HLT-P034,0
health,PHLT-0319,HLT-P111,4
health,PHLT-0320,HLT-P111,4
health,PHLT-0321,HLT-P111,4
health,PHLT-0322,HLT-P129,2
health,PHLT-0323,HLT-P129,2
health,PHLT-0324,HLT-P129,2
health,PHLT-0325,HLT-P081,2
health,PHLT-0326,HLT-P081,2
health,PHLT-0327,HLT-P081,2
health,PHLT-0328,HLT-P030,2
health,PHLT-0329,HLT-P030,2
health,PHLT-0330,HLT-P030,2
health,PHLT-0331,HLT-P074,1
health,PHLT-0332,HLT-P074,1
health,PHLT-0333,HLT-P074,1
health,PHLT-0334,HLT-P128,3
health,PHLT-0335,HLT-P128,3
health,PHLT-0336,HLT-P128,3
health,PHLT-0337,HLT-P073,1
health,PHLT-0338,HLT-P073,1
health,PHLT-0339,HLT-P073,1
health,PHLT-0340,HLT-P020,4
health,PHLT-0341,HLT-P020,4
health,PHLT-0342,HLT-P020,4
health,PHLT-0343,HLT-P126,1
health,PHLT-0344,HLT-P126,1
health,PHLT-0345,HLT-P126,1
health,PHLT-0346,HLT-P089,3
health,PHLT-0347,HLT-P089,3
health,PHLT-0348,HLT-P089,3
health,PHLT-0349,HLT-P054,2
health,PHLT-0350,HLT-P054,2
health,PHLT-0351,HLT-P054,2
health,PHLT-0352,HLT-P092,1
health,PHLT-0353,HLT-P092,1
health,PHLT-0354,HLT-P092,1
health,PHLT-0355,HLT-P138,3
health,PHLT-0356,HLT-P138,3
health,PHLT-0357,HLT-P138,3
health,PHLT-0358,HLT-P091,0
health,PHLT-0359,HLT-P091,0
health,PHLT-0360,HLT-P091,0
health,PHLT-0361,HLT-P113,3
health,PHLT-0362,HLT-P113,3
health,PHLT-0363,HLT-P113,3
